name	SRX2026434	SRX2026414	SRX2026415	SRX2026416	SRX2026417	SRX2026436	SRX2026437	SRX2026412	SRX2026413	SRX2026418	SRX2026419	SRX2026432	SRX2026433	SRX2026430	SRX2026431	SRX2026421	SRX2026420	SRX2026423	SRX2026422	SRX2026425	SRX2026424	SRX2026427	SRX2026426	SRX2026429	SRX2026428	SRX2026435
hsa-miR-9-5p	18	63	25	33	29	32	33	29	77	48	16	82	18	35	49	36	10	42	33	27	22	30	93	63	26	70	1038.99
hsa-miR-23a-5p	56	21	17	12	26	11	67	47	28	40	38	76	32	68	18	31	10	21	3	46	10	15	112	67	75	91	1038.0
hsa-miR-4742-3p	155	23	20	49	24	4	93	53	110	34	15	5	30	19	30	23	22	33	16	37	34	87	32	54	35	0	1037.0
hsa-miR-1270	42	35	57	79	0	0	54	40	44	4	0	0	9	28	5	0	0	111	53	99	92	86	110	23	5	41	1017.0
hsa-miR-378d	92	12	10	17	48	13	51	76	13	34	33	30	46	47	40	14	6	65	12	49	51	28	39	66	64	63	1014.8
hsa-miR-3187-3p	58	13	16	14	79	2	64	25	15	52	18	56	35	99	27	22	13	29	3	21	45	19	62	95	20	74	976.0
hsa-miR-885-3p	27	16	23	12	20	13	109	137	14	9	9	37	23	29	3	17	19	135	7	10	8	23	25	20	70	157	972.0
hsa-miR-3120-5p	33	42	18	81	5	5	47	5	30	39	12	94	36	28	29	45	12	49	46	106	31	42	38	58	31	0	962.0
hsa-miR-219a-1-3p	37	54	2	59	17	59	52	39	8	31	14	35	63	32	34	58	18	50	15	18	38	36	46	69	35	26	945.0
hsa-miR-331-5p	38	10	19	63	18	13	74	27	51	24	39	17	8	58	27	33	2	42	22	60	72	39	47	91	40	0	934.0
hsa-miR-487b-3p	12	59	55	69	0	24	37	23	20	33	10	7	77	0	23	83	2	30	60	41	38	79	25	37	30	58	932.0
hsa-miR-1249-3p	36	13	36	75	54	24	5	27	88	33	22	19	57	89	31	12	16	5	57	22	9	83	64	19	20	10	926.0
hsa-miR-27b-5p	24	63	37	43	9	25	64	0	80	27	14	55	61	25	34	10	12	11	69	48	30	40	78	30	33	0	922.0
hsa-miR-3182	103	11	5	9	40	10	41	16	5	51	48	56	179	39	55	32	28	10	3	7	2	15	21	39	59	38	922.0
hsa-miR-6866-5p	43	60	32	33	31	14	59	31	32	9	4	28	20	54	25	50	5	58	25	37	28	43	17	77	56	30	901.0
hsa-miR-6511a-3p	45	38	33	15	26	21	7	37	51	43	28	32	34	70	44	32	17	33	29	18	72	30	70	54	16	0	894.5600000000003
hsa-miR-218-5p	13	45	0	281	20	134	20	6	18	8	0	11	0	87	2	0	0	9	6	24	10	31	74	29	9	22	859.0
hsa-miR-330-5p	36	42	39	61	13	16	59	19	8	30	0	23	60	11	26	43	4	54	24	59	18	36	42	82	33	14	852.0
hsa-miR-1224-5p	114	20	3	17	48	15	70	27	12	17	16	30	32	42	35	30	2	12	13	13	5	20	17	67	14	159	850.0
hsa-miR-3679-5p	19	36	8	15	4	28	60	40	20	7	15	91	12	99	21	27	2	28	6	28	25	16	55	80	14	81	837.0
hsa-miR-371b-5p	13	45	7	43	21	38	41	53	0	49	0	37	21	18	13	46	14	0	0	36	15	13	37	124	60	91	835.0
hsa-miR-365a-3p	29	23	18	42	0	15	34	138	27	18	6	41	27	9	8	20	9	74	8	24	9	48	94	36	63	16	828.0
hsa-miR-365b-3p	29	23	18	42	0	15	34	138	27	18	6	41	27	9	8	20	9	74	8	24	9	48	94	36	63	16	828.0
hsa-miR-548l	53	9	13	19	2	32	52	18	0	59	23	21	22	68	23	23	5	0	17	22	20	15	62	136	66	41	821.0
hsa-miR-10a-3p	11	3	8	17	18	21	139	13	5	21	20	29	18	111	33	9	13	64	6	23	14	34	39	22	52	65	808.0
hsa-miR-424-5p	29	55	0	24	38	39	71	12	5	11	21	15	36	27	14	15	7	33	0	23	59	24	57	36	37	104	792.0
hsa-miR-184	12	13	6	14	14	5	30	23	34	21	59	11	8	53	14	9	2	87	20	4	32	47	95	34	8	135	790.0
hsa-miR-4435	25	34	37	23	38	16	63	13	0	38	21	49	40	48	16	44	16	41	22	54	6	24	47	38	25	0	778.0
hsa-miR-181c-3p	18	10	17	0	28	30	53	52	0	27	15	14	40	22	52	45	4	0	15	20	13	26	46	130	80	20	777.0
hsa-miR-6772-3p	4	57	20	30	62	3	15	9	38	27	19	23	55	0	3	6	8	56	50	39	28	69	54	76	13	0	764.0
hsa-miR-758-3p	6	64	26	51	3	28	48	20	0	20	2	2	55	0	28	24	3	35	48	60	44	66	11	47	46	18	755.0
hsa-miR-641	3	121	6	47	0	25	21	11	24	16	11	26	50	9	24	16	21	18	36	42	0	45	29	68	50	18	737.0
hsa-miR-6747-3p	43	35	14	27	15	11	22	40	38	26	24	18	17	21	5	40	13	30	11	14	63	30	56	14	20	90	737.0
hsa-miR-30b-3p	17	22	12	16	52	16	12	14	14	15	8	21	40	19	21	56	2	19	28	14	20	36	50	67	100	43	734.0
hsa-miR-1185-1-3p	17	10	19	11	30	27	56	0	14	30	98	22	60	25	27	56	7	0	36	16	36	9	3	67	30	26	731.5
hsa-miR-7849-3p	32	33	9	27	11	35	26	10	30	33	12	33	41	20	23	16	18	40	64	34	27	38	69	6	33	0	720.0
hsa-miR-4429	46	17	6	19	23	25	72	25	17	22	22	35	27	60	30	13	8	15	12	21	39	15	13	68	36	33	718.2899999999998
hsa-miR-1278	72	13	12	44	20	53	29	7	13	7	21	25	21	101	3	38	4	54	15	19	0	39	14	78	15	0	717.0
hsa-miR-431-3p	5	34	0	11	0	38	46	8	11	35	37	12	37	26	24	74	4	7	17	26	69	0	64	48	23	61	717.0
hsa-miR-3064-5p	24	49	10	17	25	24	40	8	22	9	23	20	24	11	9	21	18	61	29	29	42	57	67	43	20	13	715.0
hsa-miR-98-3p	13	12	3	6	6	8	49	47	0	34	8	37	11	20	32	114	0	8	5	72	28	29	71	53	47	0	713.0
hsa-miR-3074-5p	45	5	14	22	3	10	22	4	28	42	47	32	50	18	42	43	12	12	15	15	0	19	56	73	68	11	708.0
hsa-miR-610	57	27	9	36	33	0	21	11	13	19	11	23	13	52	11	36	9	84	19	43	22	0	53	58	28	20	708.0
hsa-miR-2115-5p	10	32	18	17	12	10	7	79	35	15	21	21	21	8	11	25	3	44	5	14	22	17	77	96	16	68	704.0
hsa-miR-431-5p	8	35	18	12	0	18	42	61	11	10	50	20	57	0	11	58	0	8	40	46	27	86	23	40	20	0	701.0
hsa-miR-1271-5p	37	40	24	23	10	6	49	5	0	30	13	56	12	53	18	31	7	22	17	52	0	27	55	51	50	0	688.0
hsa-miR-3124-5p	26	19	10	16	6	16	39	19	7	15	28	4	13	87	26	14	2	0	14	24	40	12	37	80	38	93	685.0
hsa-miR-4662a-5p	25	25	12	19	13	10	58	19	4	31	37	14	32	0	7	22	16	45	20	28	44	22	22	50	16	89	680.0
hsa-miR-30c-1-3p	8	21	14	57	0	15	25	30	69	16	0	30	35	13	4	16	6	27	19	42	26	49	75	9	24	49	679.0
hsa-miR-92a-1-5p	19	8	29	34	18	18	81	0	0	43	20	27	22	56	9	27	8	13	0	16	18	36	36	21	21	93	673.0
hsa-miR-3164	80	3	15	26	16	30	60	9	44	17	23	14	12	16	11	11	11	30	13	17	72	13	52	41	20	10	666.0
hsa-miR-6515-5p	23	24	14	17	25	13	48	21	0	24	24	77	16	11	29	20	3	27	27	34	21	21	54	37	31	18	659.0
hsa-miR-5189-3p	40	21	19	36	9	2	35	6	40	10	9	49	6	30	19	57	10	66	18	27	34	31	0	12	35	37	658.0
hsa-let-7i-3p	53	5	10	2	4	16	48	16	0	16	36	18	17	20	35	30	3	34	12	13	25	16	53	25	28	121	656.0
hsa-miR-6805-5p	45	2	0	6	9	18	105	25	0	16	68	8	12	42	24	42	23	27	16	12	50	2	22	37	31	9	651.0
hsa-miR-548k	67	3	18	0	45	28	38	21	0	34	20	29	9	35	36	34	11	27	11	8	8	20	19	71	41	0	632.5
hsa-miR-125b-1-3p	27	16	5	5	20	3	102	35	49	0	22	7	15	112	8	8	4	33	5	10	42	26	15	15	13	35	632.0
hsa-miR-3143	48	2	5	12	25	10	38	17	0	0	12	7	6	50	27	28	8	18	5	15	12	15	64	79	42	80	625.0
hsa-miR-6855-5p	51	12	11	39	28	22	22	17	45	26	3	17	45	0	22	50	15	24	16	12	0	43	34	12	33	11	610.0
hsa-miR-6514-5p	47	11	7	28	0	31	34	35	32	30	23	13	30	19	8	39	0	16	10	14	20	14	57	67	24	0	609.0
hsa-miR-4669	115	0	4	20	3	0	5	3	0	34	0	0	0	0	40	50	14	0	6	24	4	28	37	117	83	14	601.0
hsa-miR-455-5p	30	20	18	13	33	3	39	108	14	10	0	35	4	4	4	30	13	39	4	31	0	20	27	3	26	71	599.0
hsa-miR-615-3p	45	6	12	4	10	26	41	77	41	17	0	13	7	142	11	14	2	6	16	14	0	41	17	24	12	0	598.0
hsa-miR-30d-3p	17	6	9	8	35	34	17	21	0	20	30	49	22	29	23	17	7	48	8	20	32	33	23	61	29	0	597.0
hsa-let-7f-2-3p	9	6	0	24	14	23	51	2	0	33	4	43	8	44	24	15	17	9	2	14	19	10	22	102	43	54	592.0
hsa-miR-1976	61	6	6	7	29	4	32	24	2	9	29	20	7	82	29	16	4	10	9	16	13	10	10	48	13	89	585.0
hsa-miR-664b-5p	14	40	19	11	24	21	12	5	41	23	19	23	24	27	13	13	6	0	10	44	30	2	37	40	46	38	582.0
hsa-miR-5009-5p	35	18	12	26	24	23	11	48	56	3	16	31	31	0	15	25	10	32	12	12	0	32	42	46	11	0	571.0
hsa-miR-4533	23	26	12	7	0	15	19	0	7	12	14	100	30	0	9	25	2	0	8	28	49	38	3	29	35	79	570.0
hsa-miR-136-5p	12	48	22	28	0	42	9	25	0	27	14	6	35	27	16	24	8	44	35	12	20	34	24	32	16	0	560.0
hsa-miR-7848-3p	0	17	12	37	6	20	13	29	51	14	3	67	34	0	14	3	8	17	46	20	0	33	70	30	15	0	559.0
hsa-let-7e-3p	5	17	2	38	18	16	18	29	12	21	5	0	11	21	29	26	2	33	11	21	0	19	30	36	22	106	548.0
hsa-miR-450a-2-3p	18	49	25	13	6	33	12	20	0	18	8	28	5	28	6	18	0	19	0	26	33	13	70	59	23	17	547.0
hsa-miR-7850-5p	12	59	0	0	3	13	6	31	13	18	39	52	7	0	7	11	0	10	2	24	27	17	104	70	22	0	547.0
hsa-miR-200b-5p	23	7	6	0	13	9	38	94	19	11	5	8	25	48	3	14	4	20	5	10	10	4	34	30	41	63	544.0
hsa-miR-4485-3p	4	0	21	11	34	3	9	2	7	17	35	133	15	23	0	21	0	47	6	2	60	0	9	8	14	61	542.0
hsa-miR-3691-5p	12	15	7	19	27	18	23	29	2	9	13	17	20	31	13	31	7	31	9	7	40	29	53	39	16	23	540.0
hsa-miR-18b-3p	52	0	4	4	31	10	34	24	13	32	0	18	26	0	0	22	4	26	11	2	25	14	60	11	26	89	537.5
hsa-miR-3150a-5p	37	28	18	38	14	11	16	54	25	15	8	11	12	0	11	4	2	14	18	20	68	43	17	6	6	40	536.0
hsa-miR-3613-3p	27	39	0	29	4	37	5	10	47	17	2	6	36	0	10	26	0	35	0	3	0	49	69	17	33	21	522.0
hsa-miR-6859-5p	50	6	11	27	14	43	77	12	13	19	9	10	32	12	4	29	9	7	15	6	4	18	34	28	25	0	513.9200000000001
hsa-miR-6511b-3p	31	20	3	26	40	23	11	9	35	11	31	14	29	44	5	34	11	0	16	0	13	26	16	38	24	0	510.4
hsa-miR-3127-5p	31	17	3	19	15	28	40	8	7	21	41	39	18	0	18	9	8	26	9	9	40	18	30	4	28	20	506.0
hsa-miR-3150b-3p	45	13	11	2	8	16	32	21	9	8	15	22	23	18	7	43	0	0	2	30	62	6	31	55	22	6	506.0
hsa-miR-6842-5p	25	17	9	14	8	6	24	55	17	10	13	36	31	16	18	18	0	23	3	14	26	19	27	47	29	0	505.0
hsa-miR-4677-3p	36	17	4	3	5	13	25	24	19	15	7	33	18	6	17	13	0	49	12	28	15	40	18	38	24	25	504.0
hsa-miR-4659b-3p	37	39	11	0	6	7	16	20	16	14	6	14	15	23	20	24	7	26	31	36	21	38	2	51	23	0	502.5
hsa-miR-6786-3p	58	15	0	10	20	0	23	51	13	11	11	7	13	56	11	0	6	32	26	17	29	11	49	18	2	11	500.0
hsa-miR-6877-5p	26	3	11	14	2	12	23	0	21	20	9	68	7	9	27	18	5	15	5	16	19	9	2	36	35	87	499.0
hsa-miR-6837-3p	25	20	4	5	0	14	31	24	10	3	30	34	19	17	16	35	9	17	9	8	0	28	60	51	29	0	498.0
hsa-miR-362-5p	41	0	0	20	3	8	28	31	9	21	0	0	23	0	6	43	24	5	9	16	50	41	58	41	17	0	494.0
hsa-miR-12136	5	4	3	7	13	30	4	0	3	48	66	15	50	16	12	24	11	5	4	3	7	0	13	79	29	39	490.0
hsa-miR-3912-3p	47	22	12	8	61	3	26	0	0	16	0	13	16	0	22	10	12	2	0	21	39	15	9	52	29	50	485.0
hsa-miR-429	9	33	3	5	26	9	6	74	47	22	24	6	14	0	9	22	0	25	5	0	20	22	28	32	41	0	482.0
hsa-miR-132-5p	21	13	13	10	0	15	25	38	7	11	18	8	18	0	5	29	0	40	8	18	38	10	52	40	14	29	480.0
hsa-miR-3135a	134	21	0	10	18	0	5	14	33	16	24	0	2	60	16	9	0	0	12	16	15	3	16	24	26	0	474.0
hsa-miR-6513-3p	52	14	2	31	21	16	32	34	0	20	0	21	6	58	4	15	4	0	21	16	15	18	39	22	11	0	472.0
hsa-miR-659-5p	41	5	5	6	10	12	15	64	17	6	17	2	4	20	8	28	2	14	11	36	23	18	36	8	15	49	472.0
hsa-miR-214-3p	20	4	3	11	15	2	41	8	16	5	6	17	16	40	7	20	0	69	8	10	0	24	23	22	22	60	469.0
hsa-miR-296-5p	27	2	3	8	6	21	26	0	3	9	22	21	16	0	13	25	2	5	0	16	25	9	54	33	55	55	456.0
hsv2-miR-H10	31	0	2	7	24	3	13	10	11	4	47	9	8	72	24	2	0	11	2	14	45	4	3	7	6	97	456.0
hsa-miR-1343-3p	12	21	3	9	53	6	23	17	43	38	8	17	7	0	29	33	9	24	6	14	30	19	14	13	5	0	453.0
hsa-miR-26a-2-3p	14	12	29	37	0	0	53	56	18	17	0	29	12	12	15	0	6	19	8	14	0	27	24	25	25	0	452.0
hsa-miR-4511	79	0	3	25	16	23	20	7	11	25	18	20	41	0	10	21	6	5	4	15	2	15	7	54	24	0	451.0
hsa-miR-4440	0	5	0	17	13	28	8	18	16	20	12	47	27	17	13	21	10	0	5	10	40	2	3	54	28	35	449.0
hsa-miR-1262	66	83	2	22	6	4	7	13	0	6	11	25	7	26	8	8	0	43	3	3	25	8	5	42	22	3	448.0
hsa-miR-3161	0	0	0	39	0	0	52	34	9	51	10	0	67	0	29	92	0	0	38	0	0	0	0	26	0	0	447.0
hsa-miR-3934-5p	64	12	4	10	16	23	27	9	24	25	13	41	6	5	15	2	8	46	0	0	9	11	9	22	34	7	442.0
hsa-miR-9985	23	8	3	8	13	10	33	23	7	11	12	18	16	66	13	10	9	19	2	11	14	11	22	27	17	36	441.51
hsa-miR-29c-5p	2	35	2	50	0	17	3	8	11	3	12	21	10	2	2	7	2	14	6	59	27	35	34	33	33	9	437.0
hsa-miR-6884-5p	70	0	3	23	31	8	20	18	0	2	13	0	9	40	9	4	2	12	3	14	11	3	34	30	16	61	436.0
hsa-miR-6509-5p	21	15	13	9	9	4	9	15	15	11	0	13	8	0	2	5	2	46	10	15	41	27	34	50	13	47	434.0
hsa-miR-6503-3p	14	10	0	4	15	16	50	10	6	10	29	25	20	28	13	56	2	0	0	13	18	0	25	21	18	30	433.0
hsa-miR-4738-3p	46	18	0	15	9	4	16	10	2	10	0	33	8	5	22	21	7	0	16	15	12	4	12	59	25	64	433.0
hsa-miR-181c-5p	2	10	23	43	25	22	11	10	0	7	5	0	25	0	23	2	14	0	14	50	17	32	27	34	31	0	427.0
hsa-miR-4647	34	6	5	23	22	11	21	13	33	8	9	15	17	36	3	9	6	46	4	14	8	24	26	26	8	0	427.0
hsa-miR-636	45	0	5	17	7	5	29	5	39	4	34	15	0	0	10	11	11	4	7	7	0	25	3	57	22	57	419.0
hsa-miR-6793-5p	28	8	16	50	18	11	18	14	19	8	8	11	0	14	7	15	10	20	11	8	22	16	37	39	11	0	419.0
hsa-miR-196a-5p	25	14	0	36	25	20	28	7	2	7	0	17	23	35	2	6	13	25	0	20	92	9	0	4	9	0	418.32
hsa-miR-6815-5p	63	2	5	15	25	6	8	18	9	6	45	12	3	17	23	5	7	22	0	14	11	11	21	23	17	29	417.0
hsa-miR-4504	73	3	12	31	11	5	42	7	0	5	6	3	12	44	4	33	5	33	0	8	19	18	10	10	12	7	413.0
hsa-miR-146a-3p	0	0	9	13	0	30	0	0	0	0	0	0	54	0	11	0	4	41	61	87	26	0	0	55	2	18	411.0
hsa-miR-708-3p	4	11	0	29	11	16	50	37	19	7	0	4	2	19	6	7	8	35	5	6	18	42	19	38	17	0	410.0
hsa-miR-629-3p	0	3	3	6	4	11	24	30	5	14	17	30	6	0	5	25	0	12	4	24	46	0	72	18	19	22	400.0
hsa-miR-4676-3p	0	47	0	19	18	8	35	39	0	10	3	34	13	0	4	3	6	0	2	19	25	2	37	31	15	26	396.0
hsa-miR-1291	9	21	0	5	15	25	6	13	12	8	7	26	18	7	6	17	6	2	5	7	18	0	11	61	28	62	395.0
hsa-miR-4791	8	6	3	10	3	21	12	3	12	6	46	0	93	11	16	40	3	8	0	0	0	7	19	22	46	0	395.0
hsa-miR-6862-5p	13	16	12	10	8	16	33	4	6	24	40	39	3	0	4	41	9	0	8	22	7	26	26	13	14	0	394.0
hsa-miR-625-5p	16	22	9	25	16	23	10	7	8	25	8	15	20	8	4	12	5	53	23	8	0	11	10	47	9	0	394.0
hsa-miR-6803-3p	13	2	12	29	41	3	11	22	50	21	22	0	21	37	4	4	3	10	7	4	17	26	22	0	8	0	389.0
hsa-miR-6767-5p	22	9	9	0	15	21	22	9	27	7	15	7	19	0	2	15	0	14	10	18	7	20	35	64	18	0	385.0
hsa-miR-4497	10	6	28	3	16	3	2	4	16	20	24	15	16	32	7	7	0	9	8	15	50	2	13	18	22	37	383.0
hsa-miR-3928-3p	12	16	7	12	0	4	18	6	0	15	2	6	13	2	3	24	6	12	8	12	4	6	25	55	40	74	382.0
hsa-miR-501-5p	38	47	0	9	6	26	11	6	23	15	7	17	7	0	4	0	0	32	3	12	0	32	39	36	11	0	381.0
hsa-miR-3163	55	0	11	30	17	2	0	41	30	7	11	0	12	9	2	23	4	30	4	12	16	16	17	2	28	0	379.0
hsa-miR-3179	10	28	5	20	18	25	23	9	11	5	4	10	12	0	9	28	6	19	8	6	40	27	19	8	22	0	372.00000000000006
hsa-miR-377-3p	6	20	0	7	6	19	0	4	14	7	0	15	20	46	24	0	3	0	9	21	39	8	0	12	3	84	367.0
hsa-miR-873-5p	76	2	0	0	3	20	17	10	22	31	7	2	22	0	14	4	0	8	0	0	0	11	18	26	10	61	364.0
hsa-miR-4664-3p	3	38	0	15	9	0	40	31	0	0	0	9	8	20	2	14	2	12	0	29	0	21	69	13	21	0	356.0
hsa-miR-656-3p	0	11	0	0	0	15	0	3	0	22	0	39	20	0	15	39	3	2	22	44	18	20	0	24	13	42	352.0
hsa-miR-4659a-3p	48	0	0	29	11	3	19	16	0	8	0	9	16	0	15	13	3	21	3	22	0	19	11	53	28	0	346.5
hsa-miR-324-5p	44	2	10	9	5	2	8	11	13	10	6	4	13	0	20	16	4	0	11	11	5	27	64	39	12	0	346.0
hsa-miR-4772-5p	14	16	0	0	0	19	0	29	0	0	23	14	4	31	0	44	0	4	0	14	23	0	13	55	14	29	346.0
hsa-miR-301a-5p	12	3	2	32	0	0	0	15	0	2	0	26	25	0	12	15	8	4	16	17	0	17	19	44	15	62	346.0
hsa-miR-204-3p	23	0	12	8	9	25	72	14	8	3	3	40	3	21	6	4	2	16	2	4	12	5	14	16	5	18	345.0
hsa-miR-379-3p	2	36	14	25	0	8	12	7	12	3	0	3	8	0	3	29	0	8	32	23	10	67	35	0	2	0	339.0
hsa-miR-4668-5p	47	5	3	2	0	11	43	0	0	7	6	16	4	18	8	15	4	26	3	0	0	4	14	49	16	38	339.0
hsa-miR-4755-3p	10	5	3	23	4	12	3	4	23	4	16	8	7	45	12	0	2	32	2	6	0	15	2	10	6	84	338.0
hsa-miR-4470	0	35	2	6	0	8	15	10	8	8	34	46	15	14	9	10	2	21	12	14	5	4	9	35	15	0	337.0
hsa-miR-3198	24	5	4	11	3	15	10	3	12	6	0	20	22	17	13	17	10	34	3	7	17	7	10	34	30	0	334.0
hsa-miR-5187-5p	19	15	24	4	3	4	28	4	17	4	2	10	5	0	20	10	8	0	25	19	0	4	48	21	9	29	332.0
hsa-miR-205-5p	40	8	2	9	23	3	11	11	5	10	18	4	0	41	7	7	0	45	12	15	14	19	4	4	5	15	332.0
hsa-miR-127-5p	0	8	5	11	0	7	3	19	0	20	33	23	34	0	18	12	3	11	3	3	17	10	16	31	12	29	328.0
hsa-miR-873-3p	33	33	0	5	5	9	20	103	12	2	0	0	11	0	0	7	0	27	5	15	0	5	15	16	4	0	327.0
hsa-miR-32-3p	19	5	6	8	22	10	18	17	0	12	3	14	0	46	2	34	2	0	7	18	16	23	27	13	5	0	327.0
hsa-miR-4661-5p	43	7	15	20	8	7	13	30	0	5	16	2	4	0	19	6	0	0	6	30	38	8	9	21	19	0	326.0
hsa-miR-195-5p	32	30	8	4	8	2	4	13	10	2	2	1	5	40	8	9	0	21	7	16	4	29	34	27	9	1	325.99999999999994
hsa-miR-3688-3p	7	4	0	3	19	0	19	38	8	28	0	6	27	36	17	21	5	14	0	17	0	0	19	16	21	0	325.0
hsa-miR-1296-5p	5	12	11	6	0	10	33	17	0	21	0	39	16	0	3	24	16	0	2	8	5	25	41	17	14	0	325.0
hsa-miR-212-5p	4	23	7	26	0	24	4	12	21	15	0	6	22	35	2	0	8	24	4	11	0	8	16	30	13	0	315.0
hsa-miR-323a-5p	5	18	7	41	3	3	4	0	2	15	24	8	7	18	5	10	4	12	15	4	0	8	0	10	3	89	315.0
hsa-miR-550a-3p	34	5	3	21	10	13	10	12	12	16	7	0	12	0	9	28	8	7	0	10	0	29	24	14	27	0	311.15999999999997
hsa-miR-6780a-5p	5	3	0	13	0	6	36	0	5	9	25	6	6	78	10	0	4	2	0	2	5	10	13	29	7	36	310.0
hsa-miR-4473	18	17	23	0	3	9	9	3	5	17	0	0	0	0	10	2	0	57	16	12	31	30	33	7	5	0	307.0
hsa-miR-329-5p	0	16	18	20	9	12	0	0	8	26	9	0	12	0	5	28	3	16	31	11	20	28	21	5	6	0	304.0
hsa-miR-6764-5p	4	5	0	9	0	11	28	0	0	5	16	11	3	11	11	30	8	20	0	18	13	0	8	26	22	43	302.0
hsa-miR-548ac	23	0	3	3	7	3	49	7	0	3	8	3	2	25	6	19	8	24	0	8	0	14	0	24	22	39	300.0
hsa-miR-7854-3p	30	9	0	7	19	8	15	33	24	2	6	9	11	0	7	11	0	10	4	12	6	16	29	22	10	0	300.0
hsa-miR-4516	32	4	2	5	14	0	33	13	5	5	8	3	21	42	2	4	0	4	4	18	7	13	9	2	11	36	297.0
hsa-miR-122-3p	31	0	10	19	0	0	4	30	0	3	0	12	16	0	0	0	3	25	0	24	13	6	17	2	7	73	295.0
hsa-miR-1226-3p	12	5	9	16	24	0	11	5	0	25	0	4	31	8	4	0	6	31	15	2	22	17	20	20	5	0	292.0
hsa-miR-6734-5p	0	0	0	6	12	6	22	30	19	8	24	0	10	7	11	4	7	0	8	18	21	16	41	10	8	2	290.0
hsa-miR-539-3p	13	24	3	16	11	13	0	0	0	4	0	5	14	68	0	18	0	0	17	0	20	0	29	20	12	0	287.0
hsa-miR-4772-3p	34	12	0	3	0	0	19	20	0	3	14	4	2	12	5	18	0	3	0	12	34	24	9	40	18	0	286.0
hsa-miR-3174	9	13	15	5	0	27	22	0	12	9	0	10	23	16	4	15	4	14	13	15	0	13	14	19	13	0	285.0
hsa-miR-1273c	34	0	0	2	19	11	49	6	7	10	31	0	9	25	12	0	5	0	3	6	23	3	0	12	14	0	281.0
hsa-miR-3190-3p	4	12	7	25	0	14	24	4	10	13	0	16	5	7	6	4	0	0	2	23	10	9	27	25	2	31	280.0
hsa-miR-500b-3p	25	0	7	9	10	9	31	29	1	18	5	8	16	15	9	3	0	2	0	5	7	7	38	8	5	15	278.5
hsa-miR-214-5p	14	9	2	14	0	4	31	14	51	5	16	0	0	27	0	0	0	14	2	6	14	17	21	9	8	0	278.0
hsa-miR-605-3p	8	25	9	19	0	18	20	0	2	16	6	14	14	0	9	0	5	25	2	34	0	14	24	4	2	0	270.0
hsa-miR-671-5p	8	0	4	15	11	12	15	5	19	9	0	30	2	0	6	28	4	13	4	4	39	5	0	15	14	6	268.0
hsa-miR-6516-5p	24	3	22	20	0	6	6	22	6	6	0	4	18	38	4	0	2	0	9	10	0	7	31	12	18	0	268.0
hsa-miR-412-5p	6	8	2	0	4	5	13	0	13	0	0	20	10	0	0	21	0	0	19	30	0	5	30	32	8	40	266.0
hsa-miR-7-1-3p	14	0	2	45	0	0	6	13	0	6	4	23	8	15	2	15	6	0	3	20	36	9	21	8	10	0	266.0
hsa-miR-6891-5p	0	0	0	2	26	0	29	7	5	0	0	27	13	52	19	0	0	4	2	2	0	0	10	0	0	68	266.0
hsa-miR-3682-3p	36	0	0	11	28	0	6	0	11	4	32	0	2	14	2	6	7	32	0	8	17	6	15	25	0	0	262.0
hsa-miR-365b-5p	3	11	10	11	9	2	39	18	0	11	5	6	8	30	4	11	0	23	2	0	0	5	31	5	12	0	256.0
hsa-miR-4750-5p	20	9	0	4	0	10	30	0	0	13	12	11	12	9	9	8	3	5	2	9	0	24	13	37	9	5	254.0
hsa-miR-616-3p	27	8	2	4	18	15	11	18	6	5	0	9	13	18	2	2	0	11	2	13	7	3	29	24	6	0	253.0
hsa-miR-135a-3p	12	14	12	6	5	5	13	0	0	4	12	0	5	0	7	0	5	8	6	9	0	37	19	27	9	34	249.0
hsa-miR-10401-3p	18	9	3	8	13	5	16	34	7	13	6	2	9	0	16	4	2	11	2	0	13	19	19	9	4	4	245.92000000000002
hsa-miR-6716-3p	12	17	14	0	0	17	7	0	9	10	0	15	5	0	20	12	0	12	6	10	21	15	25	12	4	2	245.0
hsa-miR-1250-5p	17	5	5	0	0	3	7	13	0	3	0	33	12	0	5	0	2	5	5	14	0	13	42	17	15	27	243.0
hsa-miR-490-3p	0	0	0	0	19	17	0	0	0	44	51	15	8	0	5	10	4	0	0	3	0	8	13	11	0	34	242.0
hsa-miR-6847-5p	2	4	2	12	0	0	20	7	0	5	3	12	7	32	2	30	3	0	5	20	23	15	24	3	11	0	242.0
hsa-miR-3130-3p	9	0	0	30	0	16	2	39	9	14	40	65	0	0	0	5	0	0	13	0	0	0	0	0	0	0	242.0
hsa-miR-590-3p	32	3	4	8	11	20	0	0	0	7	0	9	0	32	7	18	3	14	5	11	0	18	4	12	6	18	242.0
hsa-miR-6813-5p	0	6	0	17	0	11	19	8	15	0	6	22	8	0	5	21	4	12	5	17	0	0	29	24	7	5	241.0
hsa-miR-556-5p	4	4	6	24	3	8	20	0	14	5	0	9	6	14	2	12	4	13	15	10	14	13	23	8	8	0	239.0
hsa-miR-516b-5p	26	0	7	0	4	6	9	13	36	7	17	6	4	25	0	0	3	13	0	2	16	27	12	0	5	0	238.0
hsa-miR-26a-1-3p	0	4	5	25	19	8	0	0	0	0	0	34	19	14	0	0	9	0	14	4	0	11	47	18	5	0	236.0
