name	SRX2359277	SRX2359276	SRX2359239	SRX2359238	SRX2359259	SRX2359258	SRX2359271	SRX2359270	SRX2359255	SRX2359254	SRX2359257	SRX2359256	SRX2359237	SRX2359236	SRX2359235	SRX2359252	SRX2359274	SRX2359273	SRX2359272	SRX2359266	SRX2359267	SRX2359268	SRX2359269	SRX2359279	SRX2359260	SRX2359261	SRX2359262	SRX2359263	SRX2359264	SRX2359265	SRX2359248	SRX2359249	SRX2359246	SRX2359247	SRX2359244	SRX2359245	SRX2359242	SRX2359243	SRX2359240	SRX2359241	SRX2359253	SRX2359275	SRX2359278	SRX2359251	SRX2359282	SRX2359280	SRX2359281	SRX2359250
hsa-miR-301a-5p	0	0	0	0	0	0	0	0	0	0	0	0	10	20	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	2	5	26	0	0	0	0	0	2	0	0	77.0
hsa-miR-548at-5p	0	0	0	3	0	0	4	0	0	0	0	2	0	35	3	0	0	3	6	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	10	0	2	0	0	0	0	0	2	2	0	0	77.0
hsa-miR-6819-3p	0	0	0	0	0	0	0	0	0	3	4	0	21	6	0	0	3	0	0	0	0	0	0	6	0	3	0	0	2	0	0	0	0	0	2	0	8	0	5	4	0	0	0	0	3	4	2	0	76.0
hsa-miR-3691-5p	0	0	3	0	0	0	0	0	0	0	0	0	11	13	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	6	3	0	20	2	0	0	0	3	0	3	0	76.0
hsa-miR-516b-5p	0	60	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	2	0	2	0	0	76.0
hsa-miR-4661-5p	0	0	2	2	0	0	0	0	0	0	0	0	8	14	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	6	0	3	20	0	2	4	0	0	7	4	0	76.0
hsa-miR-224-3p	0	0	3	0	0	0	0	0	3	4	0	0	6	19	2	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	3	3	0	0	5	3	7	0	3	8	0	0	0	0	0	0	0	2	75.0
hsa-miR-6716-3p	0	0	2	0	0	0	0	3	0	0	0	0	24	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	3	22	0	0	2	0	0	0	0	0	75.0
hsa-miR-181b-3p	0	2	0	0	3	0	0	0	0	0	0	0	4	4	0	0	2	0	0	4	0	0	0	0	0	0	0	0	3	0	0	2	0	0	3	9	9	0	7	13	0	0	2	8	0	0	0	0	75.0
hsa-miR-548ap-5p	0	2	3	1	0	0	0	0	0	0	0	0	11	9	2	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	29	0	4	4	0	0	2	0	0	0	0	3	74.5
hsa-miR-378g	2	0	3	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0	0	2	0	0	3	0	0	3	0	0	2	0	0	0	0	0	2	4	0	0	9	12	0	0	2	0	2	12	0	0	73.0
hsa-miR-629-3p	0	0	2	2	0	0	3	0	3	2	0	0	11	21	0	0	0	5	0	2	0	3	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	2	2	0	0	0	2	2	0	4	0	0	72.0
hsa-miR-202-3p	0	0	2	2	0	0	0	0	0	0	0	0	3	25	2	0	0	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	0	3	3	6	3	4	6	5	0	0	0	0	2	0	0	72.0
hsa-miR-337-5p	0	0	0	2	0	0	0	0	2	0	0	0	12	18	0	0	0	0	0	0	0	2	0	3	0	4	0	0	0	0	0	0	0	0	3	2	8	0	0	12	0	0	0	0	4	0	0	0	72.0
hsa-miR-34c-5p	0	0	0	3	0	0	0	0	0	5	0	0	5	10	4	0	2	0	2	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	2	0	10	14	0	0	0	0	0	0	0	3	71.0
hsa-miR-933	0	0	0	0	0	0	0	0	0	0	0	0	17	22	4	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	71.0
hsa-miR-1910-5p	0	2	3	0	0	0	2	0	0	0	0	0	7	4	3	0	2	0	0	3	0	3	0	0	4	5	0	6	0	2	3	0	0	2	2	0	2	6	0	5	0	0	0	2	0	2	0	0	70.0
hsa-miR-3188	0	0	3	0	0	0	0	0	0	0	0	0	41	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17	0	0	0	0	0	0	0	0	69.0
hsa-miR-577	0	2	4	0	0	0	0	0	2	2	0	0	10	13	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	2	2	7	0	0	12	0	2	0	2	0	4	0	0	69.0
hsa-miR-4745-5p	0	0	0	0	0	0	2	0	0	3	0	0	0	5	0	4	0	0	0	2	0	0	0	0	0	6	0	0	8	0	7	3	8	0	0	2	10	0	0	0	0	0	0	0	0	4	4	0	68.0
hsa-miR-548q	0	0	7	0	0	0	0	0	0	0	0	0	4	28	2	0	2	3	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	4	0	0	0	0	0	0	0	0	67.0
hsa-miR-3124-5p	0	0	0	0	0	0	0	0	0	0	0	0	17	10	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	7	0	4	11	2	0	0	0	0	8	0	0	67.0
hsa-miR-6850-5p	0	0	2	0	0	0	0	0	0	0	2	0	3	27	0	2	0	0	0	2	0	0	0	0	0	3	0	0	4	0	0	0	0	0	0	0	12	0	4	4	0	0	0	0	0	2	0	0	67.0
hsa-miR-664b-5p	3	0	0	3	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	23	0	2	0	0	0	2	0	0	66.0
hsa-miR-152-5p	0	0	0	0	0	0	0	0	0	0	0	0	12	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	6	17	0	0	0	0	0	2	0	0	66.0
hsa-miR-449c-5p	0	4	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	35	0	0	0	0	0	9	0	0	0	0	0	65.0
hsa-miR-556-3p	0	0	0	2	0	0	0	0	0	0	0	0	13	16	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	2	13	4	0	0	0	0	0	0	0	65.0
hsa-miR-1276	0	0	0	0	0	0	0	0	0	0	0	0	9	19	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	2	0	7	0	7	12	0	0	0	0	0	0	3	0	64.0
hsa-miR-19a-5p	0	0	2	2	0	0	0	0	0	0	0	0	2	24	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	19	0	2	6	2	0	0	0	0	0	0	0	63.0
hsa-miR-1283	2	55	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.0
hsa-miR-4523	0	0	5	0	0	0	0	0	0	0	0	0	21	9	4	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4	14	0	0	0	0	0	0	0	0	63.0
hsa-miR-4757-3p	0	0	5	0	0	0	3	0	0	0	0	0	4	10	0	0	0	2	0	8	0	0	0	2	3	0	0	5	0	0	2	0	0	0	0	0	8	0	0	8	0	0	0	0	0	3	0	0	63.0
hsa-miR-4773	0	2	7	10	0	0	0	0	0	0	0	0	6	8	0	0	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	4	3	6	0	0	0	0	0	0	0	0	63.0
hsa-miR-6810-5p	0	0	4	2	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	23	0	0	0	0	0	0	0	0	62.0
hsa-miR-520a-3p	3	53	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.0
hsa-miR-6780a-5p	0	2	0	0	0	0	2	0	0	0	0	0	2	21	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	18	2	0	2	0	0	0	0	0	0	0	0	61.0
hsa-miR-1262	0	3	2	0	0	0	0	0	0	0	0	0	15	9	2	0	0	0	0	0	0	0	0	0	4	0	2	2	0	0	0	0	0	0	0	7	2	0	3	0	2	0	3	0	3	0	2	0	61.0
hsa-miR-5006-3p	0	0	3	2	0	0	5	0	0	0	0	0	13	13	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	3	7	0	0	0	0	0	0	0	0	60.0
hsa-miR-6816-3p	0	3	0	0	0	0	0	0	0	0	0	0	2	11	3	4	0	5	0	2	0	0	0	5	2	0	0	0	2	0	2	0	0	0	0	0	10	0	5	2	0	0	2	0	0	0	0	0	60.0
hsa-miR-5094	0	0	0	6	0	0	0	0	2	0	0	0	5	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7	7	0	0	0	0	0	0	0	0	60.0
hsa-miR-887-3p	2	2	2	4	0	0	3	0	0	0	0	0	0	5	0	5	0	0	0	2	0	0	0	0	0	0	0	9	0	2	2	3	0	0	0	4	0	2	0	3	2	0	2	0	5	0	0	0	59.0
hsa-miR-2115-5p	0	2	0	2	0	0	0	0	0	0	0	0	10	12	0	0	0	0	3	9	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	2	4	4	0	0	0	0	0	0	7	0	59.0
hsa-miR-6502-5p	0	0	0	4	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	20	0	0	0	5	0	0	0	0	59.0
hsa-miR-548al	0	0	0	0	0	2	0	0	0	0	0	0	5	20	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	6	0	2	17	4	0	0	0	0	0	0	0	58.0
hsa-miR-370-5p	0	0	0	0	0	0	0	0	0	0	0	0	19	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	15	0	0	0	0	0	0	0	0	58.0
hsa-miR-6786-3p	2	0	2	0	0	0	0	0	0	0	0	0	11	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	2	12	0	0	4	0	0	0	0	4	0	0	0	57.0
hsa-miR-1291	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	10	0	6	0	2	0	2	0	0	0	2	0	0	0	0	0	2	0	14	3	0	0	2	0	0	0	0	2	0	0	2	56.0
hsa-miR-6750-3p	2	2	0	0	0	0	0	0	0	0	0	4	3	7	0	2	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	13	5	2	0	0	0	0	0	0	11	0	0	56.0
hsa-miR-642a-5p	1	5	0	0	0	0	0	0	0	2	0	0	4	10	0	3	2	2	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	8	2	0	0	0	0	0	4	0	0	0	3	0	55.0
hsa-miR-6840-5p	0	0	2	0	0	0	0	0	0	0	0	0	16	10	0	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	3	0	2	2	0	3	2	0	6	0	0	0	0	0	0	3	0	55.0
hsa-miR-6804-5p	0	4	3	0	0	0	0	0	0	0	0	3	4	19	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	2	0	0	0	0	0	0	0	0	55.0
hsa-miR-186-3p	0	0	0	0	0	0	0	0	0	0	3	0	7	15	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	2	0	0	0	0	2	6	0	2	9	0	0	0	0	0	2	0	0	55.0
hsa-miR-5187-3p	0	0	2	3	0	0	0	0	0	0	0	0	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	13	0	0	0	0	0	5	0	0	54.0
hsa-miR-584-3p	0	0	0	0	0	0	0	0	0	0	0	0	7	24	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	11	2	0	0	0	0	0	0	0	0	54.0
hsa-miR-3074-3p	0	0	3	0	0	0	0	0	0	0	0	0	15	8	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	15	0	0	0	0	2	0	0	0	53.0
hsa-miR-1234-3p	0	2	2	0	0	0	0	0	0	0	0	0	11	23	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	5	0	0	0	0	0	0	0	0	53.0
hsa-miR-4657	0	0	0	0	0	0	0	0	0	0	0	0	6	20	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	10	0	3	2	0	0	0	0	0	0	0	0	53.0
hsa-miR-942-3p	0	0	4	0	0	0	0	0	2	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	18	0	7	2	0	0	0	0	0	0	0	0	53.0
hsa-miR-3130-3p	0	0	0	0	0	0	0	5	0	0	0	0	3	6	0	3	0	2	0	0	7	0	0	2	2	2	0	2	0	0	0	0	0	0	0	2	0	7	0	0	0	0	8	0	2	0	0	0	53.0
hsa-miR-6782-3p	4	3	0	0	0	0	0	0	0	0	4	0	0	10	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	3	0	5	0	3	4	3	0	0	0	0	4	2	0	53.0
hsa-miR-196b-3p	0	0	0	0	0	0	0	0	0	0	0	0	4	20	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	7	5	0	0	0	0	0	0	0	0	53.0
hsa-miR-5706	0	0	0	2	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	2	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	16	0	2	12	0	0	0	0	0	3	0	0	52.0
hsa-miR-6730-3p	0	0	4	2	0	0	0	0	0	0	0	0	3	18	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	4	0	0	0	0	0	6	0	2	0	0	0	2	0	0	2	3	0	52.0
hsa-miR-1185-2-3p	0	0	0	1	0	0	0	0	0	0	0	0	13	9	2	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	14	0	0	3	0	0	0	0	0	52.0
hsa-miR-4714-5p	0	0	3	0	0	0	0	0	0	2	0	0	0	5	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	26	3	6	0	0	0	0	0	0	0	0	0	52.0
hsa-miR-4446-5p	0	0	0	0	0	0	0	0	0	0	2	0	6	16	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	14	0	0	0	0	0	0	2	0	51.0
hsa-miR-4714-3p	0	0	0	0	0	0	0	0	0	0	0	0	9	14	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	3	0	4	0	4	10	0	0	0	0	0	0	0	0	51.0
hsa-miR-550b-3p	0	0	0	0	0	0	0	0	0	0	2	0	11	6	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	12	0	0	15	0	0	0	0	0	0	0	0	50.0
hsa-miR-6884-5p	0	0	0	0	0	0	0	2	0	0	0	0	3	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	19	0	0	4	0	0	0	0	0	0	0	0	50.0
hsa-miR-592	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	13	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	50.0
hsa-miR-6501-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	11	7	0	0	0	2	0	8	0	2	0	2	4	50.0
hsa-miR-561-5p	0	0	4	5	0	4	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	6	0	0	3	0	0	0	6	0	0	2	0	5	0	0	0	0	0	7	0	2	0	0	0	0	0	0	49.0
hsa-miR-675-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	2	2	0	0	0	23	3	0	0	0	0	0	2	0	0	6	0	0	49.0
hsa-miR-6894-5p	0	0	4	0	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	16	0	4	0	0	0	0	0	0	0	0	0	49.0
hsa-miR-4665-5p	2	0	0	0	0	0	0	0	0	0	0	0	12	3	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	19	3	0	0	0	0	0	0	0	48.0
hsa-miR-3916	0	0	2	0	0	0	0	0	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	47.0
hsa-miR-1256	0	0	0	0	4	5	4	0	0	0	0	0	5	15	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	0	0	0	0	47.0
hsa-miR-6818-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	20	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	18	0	0	0	0	0	0	0	0	47.0
hsa-miR-4440	0	2	2	2	0	0	0	0	0	0	0	0	5	15	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	10	0	0	0	0	0	3	0	0	0	0	2	47.0
hsa-miR-1278	0	0	0	0	0	0	0	0	0	0	0	0	5	19	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	11	0	0	3	0	0	0	0	0	0	0	0	46.0
hsa-miR-885-3p	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	46.0
hsa-miR-769-3p	0	0	0	0	0	0	2	0	0	0	0	0	9	9	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	3	0	0	0	0	4	0	0	0	9	0	0	0	2	0	0	0	0	46.0
hsa-miR-6842-5p	0	0	0	0	0	3	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	4	10	0	0	0	0	0	0	0	0	46.0
hsa-miR-16-1-3p	0	0	2	0	0	0	0	0	2	0	0	0	0	14	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	6	0	2	6	0	3	0	0	0	3	0	0	46.0
hsa-miR-1292-5p	0	0	0	0	0	0	0	0	0	0	0	0	6	13	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	4	0	4	10	2	0	0	0	0	0	0	0	45.0
hsa-miR-6767-5p	0	0	3	0	0	0	0	0	0	0	0	0	0	16	2	2	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	3	0	3	8	2	0	0	0	0	0	0	0	45.0
hsa-miR-3173-3p	0	0	3	0	0	0	0	0	0	0	0	0	5	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	21	2	2	2	0	0	0	0	0	0	0	0	45.0
hsa-miR-548a-5p	2	0	0	0	0	0	0	0	0	0	0	0	9	16	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	5	0	0	0	0	0	0	0	0	45.0
hsa-miR-3166	0	0	3	2	0	0	0	0	0	0	0	0	12	15	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	6	0	0	0	0	0	0	0	0	45.0
hsa-miR-579-5p	0	0	0	0	0	0	2	0	0	0	0	0	8	12	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	3	45.0
hsa-miR-579-3p	0	0	2	2	0	0	0	0	0	0	0	0	4	12	0	0	4	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	11	0	4	2	0	0	0	0	0	0	0	0	45.0
hsa-miR-211-5p	0	0	3	0	0	0	3	0	0	0	0	0	8	3	0	0	0	3	0	0	0	0	0	2	0	2	0	0	3	0	0	0	0	0	0	3	2	4	0	2	0	0	0	0	0	6	0	0	44.0
hsa-miR-3159	0	0	0	0	0	0	0	0	0	0	0	0	12	2	3	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2	0	2	3	0	0	15	0	0	0	0	0	0	0	0	44.0
hsa-miR-365b-5p	0	0	5	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	6	0	0	0	0	0	11	0	2	43.0
hsa-miR-939-3p	2	0	0	0	0	0	2	0	0	2	3	0	2	0	0	0	3	0	0	0	0	0	0	2	0	4	0	0	4	5	2	0	2	0	0	2	3	2	0	0	0	0	0	0	0	2	0	0	42.0
hsa-miR-212-5p	0	0	0	0	0	0	0	0	0	0	0	0	13	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	42.0
hsa-miR-219a-5p	0	0	0	3	0	0	0	0	0	0	0	0	4	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	5	0	0	0	6	0	0	12	0	0	0	0	0	0	0	0	42.0
hsa-miR-4741	0	0	2	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	4	0	0	0	3	3	0	3	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	42.0
hsa-miR-500a-5p	0	0	1	0	0	0	0	0	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	7	0	4	7	0	0	1	0	0	0	0	0	41.5
hsa-miR-9-3p	0	0	0	4	0	0	0	0	0	2	0	0	2	8	0	0	0	0	0	5	2	0	0	0	0	0	0	0	2	0	0	0	0	0	6	0	5	0	5	0	0	0	0	0	0	0	0	0	41.07
hsa-miR-92b-5p	0	0	5	2	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	2	6	0	2	2	0	0	0	0	0	0	0	0	41.0
hsa-miR-6855-3p	0	0	3	0	0	0	6	0	0	3	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	13	0	0	0	0	0	0	0	0	41.0
hsa-miR-10226	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	2	0	0	0	0	0	0	0	0	2	0	0	7	0	2	0	0	0	0	0	0	0	8	0	0	10	41.0
hsa-miR-6875-5p	0	0	5	0	0	0	0	0	0	2	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	41.0
hsa-miR-615-3p	0	0	2	0	0	6	0	0	0	0	0	2	2	4	0	0	0	2	0	0	2	2	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	2	3	0	0	0	41.0
hsa-miR-4422	0	0	3	0	0	0	0	0	0	0	0	0	11	17	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	4	0	41.0
hsa-miR-4742-5p	0	0	0	0	0	0	0	0	0	0	0	0	3	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	9	0	0	0	0	0	0	0	0	41.0
hsa-miR-433-5p	0	0	0	0	0	0	0	0	0	0	0	0	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	0	0	0	0	0	0	0	0	40.0
hsa-miR-181b-2-3p	0	3	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	2	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	3	4	0	40.0
hsa-miR-4787-3p	2	0	0	0	0	0	4	0	0	0	0	0	2	8	0	0	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	4	0	0	0	3	0	0	4	0	40.0
hsa-miR-9903	0	0	0	2	0	0	0	0	0	0	0	0	5	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	3	14	0	0	0	0	0	2	0	0	40.0
hsa-miR-23c	0	0	0	0	0	2	0	1	0	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	2	0	0	0	1	0	0	0	1	2	39.17
hsa-miR-4647	0	0	0	2	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	2	0	3	11	0	0	0	3	0	0	2	2	39.0
hsa-miR-3191-3p	0	0	0	3	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	2	11	0	0	0	0	0	0	2	0	39.0
hsa-miR-3121-3p	0	0	0	0	0	0	0	0	0	0	0	0	4	8	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	11	0	3	4	0	0	0	2	0	0	0	0	39.0
hsa-miR-3944-3p	0	2	0	0	0	0	0	0	2	2	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	8	0	2	4	0	0	0	0	0	3	0	0	39.0
hsa-miR-6734-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	10	4	0	4	0	0	0	0	0	0	0	0	39.0
hsa-miR-6820-5p	0	0	0	0	0	0	0	0	0	0	0	0	14	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	0	39.0
hsa-miR-502-5p	0	0	2	2	0	0	0	0	3	0	0	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	6	0	2	9	0	0	2	0	0	0	0	0	39.0
hsa-miR-4672	0	0	0	0	0	3	0	0	0	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	6	3	0	2	0	0	0	0	0	0	38.0
hsa-miR-371b-3p	0	0	0	0	0	0	0	0	0	2	0	0	10	2	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	4	5	0	0	0	0	0	0	0	0	38.0
