name	SRX3313436	SRX3313437	SRX3313434	SRX3313435	SRX3313432	SRX3313433	SRX3313430	SRX3313431	SRX3313454	SRX3313455	SRX3313456	SRX3313457	SRX3313443	SRX3313441	SRX3313438	SRX3313439	SRX3313440	SRX3313447	SRX3313446	SRX3313445	SRX3313442	SRX3313444	SRX3313425	SRX3313424	SRX3313427	SRX3313426	SRX3313421	SRX3313420	SRX3313423	SRX3313422	SRX3313450	SRX3313449	SRX3313448	SRX3313429	SRX3313428	SRX3313451	SRX3313452	SRX3313453	SRX3313418	SRX3313419	SRX3313458	SRX3313412	SRX3313413	SRX3313414	SRX3313415	SRX3313416	SRX3313417
hsa-miR-4516	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-24-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3688-3p	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1264	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0	0
hsa-miR-1262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1273h-3p	0	0	4	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-224-5p	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-195-5p	2	0	6	0	34	51	123	0	0	0	86	0	0	38	456	0	2	2	0	0	0	4	18	9	2	4	10	0	0	17	12	0	0	6	0	0	0	0	0	0	0	229	3	5	8	0	5
hsa-miR-218-5p	12	3	0	0	7	89	208	0	0	0	155	0	0	34	888	0	0	4	4	0	0	0	0	18	3	0	0	0	0	0	10	0	0	0	0	0	0	4	0	0	0	507	6	0	10	0	0
hsa-miR-4508	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
hsa-miR-1258	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6509-5p	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-549a-3p	7	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-30a-5p	1394	1454	2844	591	3093	4044	7837	1863	364	254	4057	598	970	1722	20840	658	861	1446	628	914	1608	2482	3591	1006	669	1303	2092	295	1424	3424	1383	650	1051	1468	550	1195	966	757	1700	2132	471	11456	404	698	536	364	928
hsa-miR-4999-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-154-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5001-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-106b-5p	0	0	0	0	54	4	13	0	0	0	21	0	0	0	41	0	0	0	6	0	0	0	9	0	2	0	0	0	0	27	0	2	0	0	0	0	0	3	8	0	2	24	0	0	2	0	0
hsa-miR-27b-5p	2	0	0	0	5	0	10	0	0	0	4	0	0	4	26	0	0	0	3	0	0	0	0	3	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	6	0	12	0	0	0	0	0
hsa-miR-10395-3p	0	0	0	0	0	0	4	0	0	0	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
hsa-miR-199b-5p	0	0	7	0	14	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	5	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	6	4	0	5	0	0	0	0	3	0
hsa-miR-21-3p	17	37	85	2	76	15	69	15	8	12	838	27	12	22	170	12	17	4	47	10	22	9	38	13	4	52	43	7	27	10	3	7	39	0	16	16	27	20	26	66	10	75	3	8	8	14	5
hsa-miR-143-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-335-5p	12	3	11	5	29	11	58	19	7	7	8	4	3	8	108	23	0	6	0	9	11	29	34	2	18	14	46	5	36	36	19	2	28	0	4	7	7	3	12	24	2	42	6	0	3	0	0
hsa-miR-548k	0	0	0	0	8	4	6	0	0	0	3	0	0	0	10	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
hsa-miR-548i	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4766-3p	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-585-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-411-5p	22	26	0	0	17	208	533	0	0	0	389	0	0	89	1763	2	0	10	0	5	4	10	28	59	26	27	16	0	12	47	39	8	4	0	3	6	0	15	12	0	0	1278	19	36	49	4	0
hsa-miR-34b-5p	0	3	3	0	15	12	9	0	2	0	7	0	25	0	42	0	0	0	0	6	9	42	49	0	3	0	0	0	10	28	2	0	3	15	0	0	5	0	5	15	0	12	0	0	2	2	0
hsa-miR-23a-3p	42	21	57	14	55	24	53	23	16	12	105	4	9	22	201	8	8	13	0	32	49	57	62	25	13	16	77	0	6	41	22	24	22	45	11	13	0	10	34	33	2	78	2	0	3	8	3
hsa-miR-3200-3p	0	0	0	0	0	3	9	0	0	0	2	0	0	0	34	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	20	0	0	2	0	0
hsa-miR-382-5p	0	0	0	0	0	4	8	0	0	0	8	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
hsa-miR-195-3p	0	0	0	6	24	4	5	0	0	0	0	0	0	0	6	2	0	5	4	0	11	3	0	0	0	6	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-129-2-3p	0	0	0	0	0	11	35	0	0	0	17	0	0	4	65	0	0	0	0	0	3	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0
hsa-miR-655-3p	0	0	0	0	0	0	3	0	2	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-30a-3p	29	20	80	28	52	54	117	25	4	3	63	7	14	22	434	14	8	19	12	16	6	30	41	8	3	7	60	10	7	52	19	4	9	44	8	10	5	9	23	58	2	180	0	12	5	5	14
hsa-miR-4446-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
hsa-miR-452-5p	0	0	0	0	27	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0
hsa-miR-320a-3p	73	81	267	44	411	128	260	62	36	10	450	31	52	164	581	41	48	47	55	67	115	106	108	63	32	67	161	24	92	171	85	34	68	58	54	49	58	40	135	110	19	317	10	28	22	36	51
hsa-miR-6859-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-106b-3p	6	27	47	4	439	10	33	17	8	6	241	3	13	2	178	2	16	4	28	31	3	7	17	6	0	7	17	0	17	144	3	0	0	0	2	7	9	4	21	12	0	54	0	4	0	6	0
hsa-miR-27b-3p	1373	1940	1930	258	3599	5758	13235	3944	861	429	8971	423	564	3300	39961	727	852	1416	761	1046	1879	2236	3945	1814	845	1995	2542	177	1698	3095	1815	1200	1168	1620	563	1420	1739	1092	1766	1825	490	25047	383	742	831	453	544
hsa-miR-548al	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
hsa-miR-199b-3p	28	17	27	4	262	17	58	57	3	4	16	3	6	4	49	3	1	28	5	14	14	54	59	1	5	22	99	0	29	116	19	15	19	19	9	33	13	7	33	12	9	26	2	3	4	6	1
hsa-miR-138-1-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-330-5p	3	0	0	0	0	17	44	0	2	0	36	0	0	6	94	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	2	0	0
hsa-miR-143-3p	3329	4208	7951	1614	17121	8878	16078	8023	1796	1898	14025	3142	2707	6023	68280	2071	6415	7969	4753	6724	2993	10237	18008	2951	2057	4424	10743	927	4108	9151	6073	4337	2144	5750	1686	4888	6919	4588	2609	9498	1544	35339	1359	2468	1733	1668	2151
hsa-miR-522-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-335-3p	0	4	0	0	13	14	21	0	0	0	20	0	4	0	64	0	0	5	0	0	0	2	0	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	12	3	25	3	3	4	0	0
hsa-miR-548ab	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-26a-5p	1271	660	1471	126	782	13077	26019	215	102	79	26715	103	159	4568	88029	214	182	652	316	562	438	636	1202	2378	1060	724	849	37	298	993	1852	308	492	372	147	345	94	922	507	718	210	48765	842	943	1768	119	149
hsa-miR-135b-5p	0	0	0	0	0	4	6	0	0	0	2	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
hsa-miR-411-3p	0	0	0	0	0	2	7	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-6813-5p	0	0	8	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-34b-3p	12	0	0	0	0	9	0	0	8	0	6	0	0	0	0	0	0	0	0	14	0	13	11	0	0	0	0	0	0	6	4	0	0	9	0	0	0	0	5	5	0	2	0	0	0	0	0
hsa-miR-3614-5p	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	0
hsa-miR-493-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-181b-5p	182	118	391	25	252	1166	2949	66	24	21	3013	92	50	565	7982	27	86	103	142	55	61	91	114	364	117	115	134	61	87	137	132	43	117	71	42	31	59	111	108	132	36	6177	67	131	148	40	86
hsa-miR-132-5p	0	0	0	0	0	7	10	0	0	0	6	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	29	0	0	0	2	0
hsa-miR-324-5p	0	0	0	0	4	9	6	0	0	0	16	0	0	3	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0
hsa-miR-137-3p	0	0	0	0	0	9	11	0	0	0	14	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0
hsa-miR-329-3p	0	0	0	0	0	2	3	0	0	0	4	0	0	0	31	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
hsa-miR-877-5p	0	0	5	0	20	0	3	0	0	0	5	0	0	0	2	3	0	2	0	0	6	0	0	3	0	12	0	0	5	10	0	2	0	0	0	0	0	5	3	0	0	2	0	0	0	0	0
hsa-miR-382-3p	0	0	0	0	0	7	6	0	0	0	5	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	2	0	0	0
hsa-miR-3940-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-708-5p	0	0	0	0	0	2	11	0	0	0	8	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0
hsa-miR-574-3p	2	0	0	0	9	11	10	5	0	0	12	0	0	3	70	0	0	0	0	0	3	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	2	0	0	0	34	0	0	0	0	0
hsa-miR-1304-3p	8	2	0	0	0	0	0	0	0	0	2	0	0	9	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
hsa-miR-766-3p	0	0	0	0	0	3	5	0	0	0	11	0	0	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	0	0
hsa-let-7g-5p	127	54	547	19	385	693	1517	30	36	24	6781	54	23	282	4890	12	37	83	167	167	85	75	113	185	45	150	177	12	26	583	104	16	79	43	33	30	28	89	157	271	52	3439	50	80	108	21	73
hsa-miR-33a-5p	2	0	0	0	0	7	5	2	0	0	8	0	0	0	50	0	0	0	0	4	0	0	0	0	0	4	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	2	0
hsa-miR-16-2-3p	11	0	29	0	234	0	12	0	0	0	73	0	0	0	8	10	0	0	22	0	0	0	11	0	0	0	0	0	0	52	0	3	4	0	3	2	0	0	23	0	0	0	0	0	0	0	0
hsa-miR-126-5p	62	34	35	4	728	456	1053	0	14	0	738	5	13	181	3385	16	6	34	34	32	12	135	85	90	47	30	24	2	0	387	66	14	26	10	6	33	39	37	55	39	9	2017	44	32	80	2	20
hsa-miR-2681-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-19a-3p	6	2	0	0	84	8	31	0	0	0	17	0	12	18	45	0	0	7	5	6	6	6	12	3	0	0	2	0	0	40	0	2	0	0	6	0	0	7	8	15	0	40	6	3	0	0	0
hsa-miR-181a-2-3p	17	0	65	12	22	53	99	45	0	0	101	10	6	7	361	0	0	21	0	22	22	18	7	16	6	0	13	0	5	19	5	3	5	10	7	6	0	12	16	18	0	207	3	10	2	2	14
hsa-miR-3928-3p	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5100	0	0	0	0	5	0	0	0	0	0	2	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-330-3p	0	3	0	0	0	7	14	0	0	0	16	0	0	6	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0
hsa-miR-592	0	0	8	0	0	18	4	0	0	0	2	0	0	0	44	4	14	14	0	9	0	2	8	0	0	6	0	0	10	7	2	0	0	0	2	2	0	0	0	0	4	20	0	0	0	0	0
hsa-miR-135a-2-3p	3	0	8	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	2	0
hsa-miR-627-5p	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-181b-3p	0	0	9	0	0	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-132-3p	19	13	29	0	32	60	168	0	2	0	151	0	15	31	538	6	9	2	0	0	0	14	27	12	6	2	0	0	5	8	12	3	3	0	0	0	7	2	5	5	2	369	3	2	6	0	10
hsa-miR-511-5p	0	0	0	0	4	0	0	0	0	2	3	5	0	6	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-324-3p	0	0	0	0	8	5	11	0	0	4	7	0	0	4	42	0	0	0	0	0	0	6	9	0	0	0	0	0	2	0	0	0	0	15	0	0	0	0	2	13	0	13	0	0	3	0	0
hsa-miR-708-3p	5	0	10	0	7	13	6	6	0	0	15	5	0	0	44	0	0	2	0	0	0	0	7	0	0	8	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0
hsa-let-7b-5p	223	71	337	41	1051	786	1987	53	55	23	1893	53	57	378	6434	17	92	102	163	77	87	230	198	197	62	53	192	23	48	384	147	42	50	111	34	94	3	85	83	376	47	4284	52	74	136	26	89
hsa-let-7f-2-3p	0	0	0	0	0	0	3	0	0	0	7	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	2	0	0
hsa-let-7g-3p	0	0	0	0	3	0	0	0	0	0	8	0	0	0	13	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0
hsa-miR-33a-3p	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-126-3p	12	5	4	0	84	90	182	0	2	0	123	0	0	28	537	0	0	0	13	0	5	2	0	16	12	2	0	2	0	42	13	0	0	0	4	0	2	4	0	5	0	369	2	7	14	2	0
hsa-miR-2355-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-323a-3p	0	2	0	0	5	31	48	19	0	0	18	0	0	16	157	0	0	9	0	0	0	2	0	0	2	8	11	0	0	0	7	6	0	11	0	0	7	0	5	0	0	115	0	2	0	0	0
hsa-miR-28-5p	2	0	52	2	14	7	25	3	0	0	170	0	0	5	64	0	3	7	0	21	3	4	21	0	0	2	0	0	0	24	0	0	26	10	0	8	0	2	14	26	0	37	0	0	0	4	0
hsa-miR-942-5p	0	0	0	0	12	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7977	0	0	0	0	0	2	9	0	0	0	6	0	0	0	31	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
hsa-miR-6499-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
hsa-miR-7975	0	0	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0
hsa-miR-1-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-29a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
hsa-miR-744-5p	9	6	47	4	74	45	95	18	15	0	81	0	9	18	240	5	6	20	13	13	12	21	9	16	3	0	19	0	9	44	14	8	2	0	0	11	0	13	14	57	10	227	5	3	4	9	25
hsa-miR-577	2	4	0	0	0	69	90	0	3	0	88	0	0	14	316	0	0	4	0	0	0	0	0	8	4	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	203	5	4	8	0	0
hsa-miR-1911-5p	33	3	28	10	32	41	32	16	23	10	6	0	0	20	119	8	14	31	29	48	20	7	81	4	14	39	42	3	28	65	12	8	2	21	12	21	5	8	27	57	2	29	2	15	0	5	18
hsa-miR-2116-3p	0	4	0	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-1247-5p	0	0	0	0	3	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
hsa-let-7b-3p	12	8	0	0	13	23	29	0	0	0	27	0	0	5	117	0	0	0	0	6	5	0	0	2	0	4	8	0	2	0	0	0	0	6	4	0	9	0	6	8	0	66	3	7	2	4	0
hsa-miR-598-3p	0	0	0	0	13	59	130	0	0	0	127	0	0	28	500	0	0	2	0	0	0	7	0	9	4	0	13	0	0	0	5	4	0	0	0	0	0	6	0	0	0	292	2	0	9	0	0
hsa-miR-424-5p	0	0	15	0	0	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	5	0	0	0	0	0
hsa-miR-1538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-505-3p	0	0	0	0	0	2	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-28-3p	201	111	1320	79	846	286	493	185	60	31	2623	169	142	180	1439	120	66	233	334	376	319	305	449	93	51	71	383	77	201	471	82	46	119	121	155	83	89	91	248	553	121	532	20	102	36	77	156
hsa-miR-200a-3p	0	0	0	0	0	0	0	0	2	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	3	0	0	0
hsa-miR-6878-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-668-3p	0	2	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
hsa-miR-151b	2	1	0	2	17	7	31	0	0	2	27	0	3	6	125	0	0	6	7	0	0	10	3	3	0	0	2	0	0	10	0	4	4	3	0	0	2	0	3	0	3	72	0	0	1	0	3
hsa-miR-3679-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-17-5p	0	0	7	0	17	8	27	0	0	5	21	0	0	2	57	0	0	0	5	0	0	0	5	0	2	0	0	0	8	17	0	0	0	0	0	0	0	0	0	0	0	39	0	2	2	0	0
hsa-miR-744-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
hsa-miR-29a-3p	36	23	101	0	94	183	281	14	0	3	972	13	0	54	962	6	5	9	12	33	38	49	48	29	22	36	29	2	7	96	29	14	8	23	3	19	3	21	34	75	4	519	14	12	22	3	21
hsa-miR-4646-5p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1911-3p	0	6	5	0	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	16	0	0	0	2	0	5	7	2	0	0	0	0	0	0	0	0	2	0	5	0
hsa-miR-181b-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-302b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-376b-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
