name	SRX1936168	SRX1936162	SRX1936158	SRX1936159	SRX1936164	SRX1936154	SRX1936155	SRX1936149	SRX1936157	SRX1936150	SRX1936151	SRX1936152	SRX1936153	SRX1936165	SRX1936161	SRX1936163	SRX1936167	SRX1936160	SRX1936166	SRX1936156
hsa-miR-3944-3p	0	0	0	0	12	2	0	3	5	3	0	0	0	0	0	0	4	0	56	0	85.0
hsa-miR-4458	21	0	0	0	27	0	0	0	0	0	0	0	0	3	0	0	20	0	13	0	84.0
hsa-miR-214-3p	0	0	3	7	0	14	0	24	4	10	4	4	10	0	0	0	0	0	0	4	84.0
hsa-miR-550a-3p	0	0	0	0	38	2	0	0	3	4	2	6	4	0	0	0	0	0	23	0	82.02
hsa-miR-2682-5p	7	0	0	0	67	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	82.0
hsa-miR-4435	0	0	0	0	41	3	0	0	2	6	2	2	0	0	0	0	5	2	19	0	82.0
hsa-miR-183-3p	0	0	0	0	50	3	0	7	0	0	5	9	2	0	0	0	0	0	6	0	82.0
hsa-miR-320e	0	1	0	0	17	14	0	9	1	7	3	12	9	0	0	0	0	0	7	0	80.13999999999999
hsa-miR-629-3p	0	0	0	2	34	0	0	5	0	3	0	4	0	0	0	0	0	0	32	0	80.0
hsa-miR-181b-3p	2	0	0	0	57	0	0	0	0	2	0	2	4	0	0	0	13	0	0	0	80.0
hsa-miR-190b-5p	0	0	0	0	20	15	4	7	0	9	2	8	8	0	0	0	0	0	6	0	79.0
hsa-miR-6850-5p	0	0	2	0	3	20	2	14	0	0	5	19	4	7	0	0	0	0	3	0	79.0
hsa-miR-1262	0	0	0	0	11	6	0	8	2	0	0	0	6	4	0	0	4	0	35	2	78.0
hsa-miR-182-3p	0	0	0	0	52	3	0	9	0	0	0	2	0	0	0	0	2	0	10	0	78.0
hsa-miR-26b-3p	0	0	0	0	53	0	0	0	0	0	0	2	3	0	0	0	0	0	19	0	77.0
hsa-miR-147b-5p	0	0	0	0	58	7	0	6	0	0	3	3	0	0	0	0	0	0	0	0	77.0
hsa-miR-3690	0	0	0	0	41	0	0	2	0	5	2	0	0	0	0	0	0	0	22	2	74.0
hsa-miR-302a-5p	0	0	0	0	54	0	0	10	0	9	0	0	0	0	0	0	0	0	0	0	73.0
hsa-miR-1185-1-3p	2	0	5	0	5	3	3	14	3	5	0	11	13	0	0	0	0	7	0	2	73.0
hsa-miR-6821-5p	0	0	0	0	3	20	2	2	8	0	0	17	10	0	0	0	0	0	6	5	73.0
hsa-miR-212-3p	0	0	0	0	48	6	0	6	0	5	3	0	2	0	0	0	0	0	2	0	72.0
hsa-miR-139-3p	3	4	2	0	20	3	0	19	0	2	3	0	3	0	0	0	0	2	8	3	72.0
hsa-miR-4492	2	4	0	0	4	2	0	20	2	17	11	0	0	0	6	2	0	0	0	0	69.5
hsa-miR-193a-3p	2	2	0	6	45	3	0	3	0	0	0	2	6	0	0	0	0	0	0	0	69.0
hsa-miR-939-5p	0	0	0	0	34	5	0	2	0	3	2	0	0	2	0	3	2	0	14	0	67.0
hsa-miR-1291	0	0	0	0	20	0	2	11	0	2	2	2	2	6	2	0	0	0	18	0	67.0
hsa-miR-10392-5p	3	0	0	0	28	0	0	0	0	0	0	0	0	16	0	0	18	0	2	0	67.0
hsa-miR-636	0	0	2	0	28	3	0	0	2	0	0	5	0	0	0	0	3	2	21	0	66.0
hsa-miR-3662	16	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	23	0	15	0	66.0
hsa-miR-223-5p	0	0	0	4	0	15	0	18	2	20	0	6	0	0	0	0	0	0	0	0	65.0
hsa-miR-653-3p	0	0	0	0	48	0	0	5	0	6	2	0	2	0	0	0	0	0	0	0	63.0
hsa-miR-128-1-5p	0	0	0	0	15	4	0	0	0	0	0	0	2	0	2	0	4	0	36	0	63.0
hsa-miR-345-3p	0	0	2	8	0	14	0	6	12	2	3	5	11	0	0	0	0	0	0	0	63.0
hsa-miR-4652-5p	0	0	0	0	25	3	0	3	0	2	0	2	2	0	0	0	0	0	24	2	63.0
hsa-miR-365b-5p	26	2	0	0	18	0	0	5	0	0	0	3	2	0	2	2	3	0	0	0	63.0
hsa-miR-4483	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	4	0	46	0	63.0
hsa-miR-6511a-3p	0	0	0	0	39	0	0	2	0	6	0	3	2	0	0	0	0	0	10	0	61.92
hsa-miR-3179	0	0	0	0	13	2	2	3	0	0	0	0	0	0	0	0	0	0	42	0	61.760000000000005
hsa-miR-3613-3p	0	0	0	0	0	12	2	3	2	0	2	20	13	0	0	0	0	0	4	3	61.0
hsa-miR-4662a-5p	0	0	0	0	53	0	0	0	0	3	0	0	0	0	0	0	0	0	5	0	61.0
hsa-miR-1323	0	0	0	0	37	0	0	11	0	8	4	0	0	0	0	0	0	0	0	0	60.0
hsa-miR-3065-3p	0	0	0	0	27	0	0	14	0	0	2	2	2	0	0	0	0	0	12	0	59.0
hsa-miR-219b-5p	0	0	0	0	32	3	0	5	0	4	2	4	2	0	0	0	0	0	7	0	59.0
hsa-miR-10527-5p	0	0	0	0	13	6	0	6	0	3	2	10	16	0	0	0	0	0	2	0	58.0
hsa-miR-137-3p	0	0	0	0	38	0	0	4	0	10	3	0	0	0	0	3	0	0	0	0	58.0
hsa-miR-6129	0	0	0	0	26	4	0	5	0	0	0	0	2	3	0	0	4	0	13	0	57.0
hsa-miR-4713-5p	0	0	0	0	22	14	0	0	3	0	0	10	0	0	0	0	0	0	8	0	57.0
hsa-miR-299-3p	0	0	0	5	0	7	3	11	3	6	0	3	14	0	0	0	0	3	0	2	57.0
hsa-miR-6501-5p	0	0	0	0	32	5	0	2	2	0	0	4	0	0	0	0	0	0	12	0	57.0
hsa-miR-6753-3p	0	0	0	0	4	0	0	0	0	0	0	0	0	29	0	0	13	0	11	0	57.0
hsa-miR-642a-5p	0	0	0	0	41	0	0	8	0	7	0	0	0	0	0	0	0	0	0	0	56.0
hsa-miR-3664-3p	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	50	0	56.0
hsa-miR-6866-5p	2	0	0	0	18	2	0	0	0	3	0	9	0	10	0	0	7	0	5	0	56.0
hsa-miR-654-5p	35	0	0	0	3	11	0	0	0	0	2	0	0	0	0	4	0	0	0	0	55.0
hsa-miR-215-5p	0	0	0	0	15	10	4	8	0	4	2	0	3	0	0	0	0	0	9	0	54.5
hsa-miR-3127-3p	0	0	0	0	26	0	0	7	0	2	3	0	0	0	0	0	4	0	12	0	54.0
hsa-miR-5582-3p	0	0	0	2	17	6	0	0	0	0	0	0	4	0	0	0	0	0	25	0	54.0
hsa-miR-374b-3p	0	0	0	0	34	6	0	2	0	0	0	0	0	0	0	0	2	0	9	0	53.0
hsa-miR-4707-3p	0	0	2	0	29	7	0	8	0	0	0	2	2	3	0	0	0	0	0	0	53.0
hsa-miR-4467	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	47	0	53.0
hsa-miR-190a-5p	0	0	0	0	22	8	0	0	2	0	0	6	5	0	0	0	0	0	10	0	53.0
hsa-miR-29b-1-5p	0	0	0	0	16	8	0	2	0	0	0	3	11	0	0	0	0	0	12	0	52.0
hsa-miR-3940-5p	2	0	0	0	2	2	0	0	0	0	0	0	3	2	4	0	3	0	34	0	52.0
hsa-miR-4787-3p	0	0	0	0	39	3	0	2	0	8	0	0	0	0	0	0	0	0	0	0	52.0
hsa-miR-942-3p	0	0	0	0	4	0	0	0	0	3	0	0	3	0	0	0	0	0	41	0	51.0
hsa-miR-145-3p	0	0	3	0	0	15	0	8	4	7	3	0	8	0	0	0	0	3	0	0	51.0
hsa-miR-6511b-3p	0	0	0	0	34	0	0	3	0	0	2	4	2	2	0	0	0	0	4	0	51.0
hsa-miR-655-3p	0	0	6	4	0	9	2	9	7	2	2	3	4	0	0	0	0	0	0	3	51.0
hsa-miR-3651	6	5	2	0	18	0	2	4	0	3	0	2	0	0	0	0	6	0	3	0	51.0
hsa-miR-1266-5p	0	0	0	0	19	4	0	9	0	3	0	2	2	3	0	0	4	0	4	0	50.0
hsa-miR-3661	0	0	0	0	20	2	0	0	0	2	0	6	9	11	0	0	0	0	0	0	50.0
hsa-miR-497-5p	0	0	0	0	16	7	0	9	0	0	0	2	7	0	0	0	0	2	6	0	49.0
hsa-miR-504-5p	0	0	0	0	15	10	5	0	0	0	0	2	5	5	0	0	5	0	2	0	49.0
hsa-miR-323a-3p	18	6	0	0	4	4	0	2	3	5	0	0	2	0	2	3	0	0	0	0	49.0
hsa-miR-146b-3p	0	0	0	0	37	0	0	3	0	2	0	0	2	0	0	0	2	0	3	0	49.0
hsa-miR-519a-3p	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	49.0
hsa-miR-3074-5p	0	0	0	0	15	8	0	4	0	0	0	0	2	0	0	0	2	2	15	0	48.0
hsa-miR-1273c	0	0	0	0	16	7	0	5	0	5	0	0	3	0	0	0	0	2	10	0	48.0
hsa-miR-548ar-3p	0	0	0	0	19	0	0	2	0	0	0	2	0	0	0	0	0	0	25	0	48.0
hsa-miR-6827-5p	0	0	0	0	33	3	0	0	0	0	2	0	2	0	0	0	3	0	5	0	48.0
hsa-miR-376c-3p	0	0	0	4	0	13	1	3	2	2	3	6	12	0	0	0	0	2	0	0	47.67
hsa-miR-542-5p	0	0	0	0	23	7	0	8	0	5	0	4	0	0	0	0	0	0	0	0	47.0
hsa-miR-548j-5p	2	0	0	0	23	8	0	0	0	3	0	0	3	0	0	0	0	0	7	0	46.0
hsa-miR-6516-5p	0	0	0	0	22	0	0	4	0	4	4	8	4	0	0	0	0	0	0	0	46.0
hsa-miR-409-5p	0	0	5	2	0	12	2	7	5	0	0	2	5	0	0	0	0	2	0	3	45.0
hsa-miR-573	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	24	0	16	0	45.0
hsa-miR-382-3p	3	0	4	7	0	4	0	6	0	12	4	0	3	0	0	0	0	2	0	0	45.0
hsa-miR-485-3p	3	5	2	0	3	7	0	2	0	4	0	3	2	0	9	2	0	0	2	0	44.0
hsa-miR-5001-3p	0	0	0	0	23	12	0	3	0	2	0	0	2	0	0	0	0	0	2	0	44.0
hsa-miR-6130	1	0	0	0	17	3	0	0	0	1	2	0	1	1	0	0	11	0	7	0	43.67
hsa-miR-3064-5p	0	0	0	0	19	6	0	0	0	3	0	2	3	0	0	0	4	0	6	0	43.0
hsa-miR-3605-3p	5	3	0	0	20	3	0	8	0	0	2	0	0	0	0	0	0	0	2	0	43.0
hsa-miR-450a-1-3p	0	0	0	0	36	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	42.0
hsa-miR-449c-5p	0	0	2	0	16	7	0	5	0	0	0	2	0	0	0	0	4	0	6	0	42.0
hsa-miR-129-2-3p	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	41.0
hsa-miR-6747-3p	8	0	0	2	14	0	0	3	0	0	0	2	0	7	0	0	5	0	0	0	41.0
hsa-miR-561-5p	0	0	0	2	4	8	0	0	0	0	0	0	2	3	0	0	5	0	16	0	40.0
hsa-miR-518b	0	0	0	0	31	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	39.0
hsa-miR-4758-5p	0	0	0	0	2	16	0	0	0	0	2	6	7	2	0	0	0	0	4	0	39.0
hsa-miR-301b-5p	0	0	0	0	24	2	0	0	0	0	0	5	0	0	0	0	0	0	8	0	39.0
hsa-miR-556-5p	0	0	0	0	19	3	0	4	0	0	0	4	4	0	0	0	0	0	5	0	39.0
hsa-miR-4504	0	0	0	0	11	0	0	0	0	0	0	0	0	6	0	0	2	0	20	0	39.0
hsa-miR-29a-5p	0	0	0	0	14	6	0	2	0	0	0	5	2	0	0	2	0	0	8	0	39.0
hsa-miR-299-5p	0	0	2	0	0	12	0	13	4	0	0	3	5	0	0	0	0	0	0	0	39.0
hsa-miR-5001-5p	0	3	0	0	9	4	0	2	0	0	0	4	0	0	0	5	5	0	6	0	38.0
hsa-miR-509-3p	0	0	0	0	9	0	0	15	0	11	3	0	0	0	0	0	0	0	0	0	38.0
hsa-miR-9898	0	0	0	0	21	0	0	4	0	6	0	0	0	3	0	0	0	0	3	0	37.0
hsa-miR-548l	0	0	0	0	9	5	0	5	2	3	0	6	2	0	0	0	0	0	5	0	37.0
hsa-miR-1248	3	0	0	0	9	13	0	5	0	0	2	2	0	0	0	0	0	0	3	0	37.0
hsa-miR-4485-5p	0	0	0	0	2	0	4	0	13	0	6	0	6	0	0	0	0	0	3	2	36.0
hsa-miR-4707-5p	0	0	0	0	21	0	0	0	0	6	0	0	4	0	0	0	5	0	0	0	36.0
hsa-miR-516b-5p	0	0	0	0	27	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	36.0
hsa-miR-204-3p	0	0	3	0	2	4	0	6	0	9	2	2	4	0	0	0	0	2	0	2	36.0
hsa-miR-580-3p	0	0	0	0	17	0	0	0	0	0	0	5	0	0	0	0	0	0	13	0	35.0
hsa-miR-3196	0	0	0	0	7	0	0	3	0	7	8	5	0	0	0	5	0	0	0	0	35.0
hsa-miR-3677-3p	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	35.0
hsa-miR-489-3p	0	0	0	0	19	0	0	13	0	3	0	0	0	0	0	0	0	0	0	0	35.0
hsa-miR-5701	0	0	0	0	15	2	0	0	0	0	0	0	0	4	0	0	2	0	11	0	34.08
hsa-miR-1234-3p	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	34.0
hsa-miR-6877-5p	0	0	0	0	20	0	0	2	0	0	0	0	2	0	0	0	0	0	10	0	34.0
hsa-miR-500b-5p	0	0	0	0	22	3	0	0	0	0	0	2	1	0	0	0	0	0	7	0	34.0
hsa-miR-26a-1-3p	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	34.0
hsa-miR-3138	0	2	0	0	7	9	0	0	0	2	0	2	2	0	0	0	0	0	10	0	34.0
hsa-miR-2355-5p	0	0	0	0	19	2	0	0	0	3	0	0	2	0	0	0	0	0	8	0	34.0
hsa-miR-3679-5p	0	0	0	0	8	6	0	8	0	2	4	5	0	0	0	0	0	0	0	0	33.0
hsa-miR-3130-5p	0	0	0	2	9	0	2	0	0	3	0	2	0	0	0	0	0	0	15	0	33.0
hsa-miR-487a-3p	0	0	3	4	3	6	0	0	0	7	3	7	0	0	0	0	0	0	0	0	33.0
hsa-miR-138-1-3p	6	6	0	0	7	2	0	0	0	2	0	0	0	4	0	2	0	0	4	0	33.0
hsa-let-7g-3p	0	0	0	0	17	0	0	0	0	0	0	5	2	0	0	0	0	0	9	0	33.0
hsa-miR-508-3p	0	0	0	0	31	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	33.0
hsa-miR-4726-5p	0	0	0	0	11	9	0	0	0	0	0	4	2	0	0	0	0	0	7	0	33.0
hsa-miR-33b-5p	0	0	0	0	16	0	0	4	0	3	0	2	0	0	0	0	0	0	8	0	33.0
hsa-miR-4510	0	2	0	0	12	1	0	0	0	2	0	2	0	0	0	0	3	0	10	0	32.4
hsa-miR-3691-5p	0	0	0	2	0	2	0	0	0	0	0	0	2	8	0	0	5	0	13	0	32.0
hsa-miR-1226-3p	0	0	0	0	12	6	0	0	0	0	0	7	5	0	0	0	0	0	2	0	32.0
hsa-miR-514a-5p	0	0	0	0	25	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	32.0
hsa-miR-2116-3p	0	0	0	0	20	0	0	3	0	3	2	0	0	0	0	0	0	0	4	0	32.0
hsa-miR-616-5p	0	0	0	2	11	0	0	2	0	0	2	4	7	0	0	0	0	0	4	0	32.0
hsa-miR-11401	6	0	0	0	11	0	0	2	0	2	0	0	0	0	0	0	0	0	11	0	32.0
hsa-miR-4647	8	3	0	0	8	0	0	5	0	0	3	2	0	2	0	0	0	0	0	0	31.0
hsa-miR-517a-3p	0	0	0	0	22	0	0	6	0	3	0	0	0	0	0	0	0	0	1	0	31.0
hsa-miR-1276	0	0	0	0	14	2	0	0	0	0	0	0	0	0	0	0	2	0	13	0	31.0
hsa-miR-517b-3p	0	0	0	0	22	0	0	6	0	3	0	0	0	0	0	0	0	0	1	0	31.0
hsa-miR-2276-3p	0	0	0	0	5	2	0	0	0	0	2	11	9	0	0	0	2	0	0	0	31.0
hsa-miR-6772-3p	7	0	0	0	10	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	30.0
hsa-miR-544b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	30.0
hsa-miR-577	0	0	0	2	0	12	0	0	0	0	0	8	5	0	0	0	0	0	3	0	30.0
hsa-miR-3614-5p	8	0	0	0	14	2	0	0	0	2	0	0	0	2	0	0	0	0	2	0	30.0
hsa-miR-520a-3p	0	0	0	0	25	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	29.0
hsa-miR-758-3p	0	5	3	2	3	3	0	2	3	0	0	6	2	0	0	0	0	0	0	0	29.0
hsa-miR-6529-3p	0	0	0	0	0	3	0	3	0	10	2	6	5	0	0	0	0	0	0	0	29.0
hsa-miR-663b	0	0	0	0	13	0	0	2	0	0	0	0	0	0	0	0	14	0	0	0	29.0
hsa-miR-10523-5p	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	28.0
hsa-miR-4484	0	0	0	0	11	0	0	0	0	4	2	2	0	0	0	0	2	0	7	0	28.0
hsa-miR-143-5p	0	0	2	2	0	5	0	3	6	2	0	8	0	0	0	0	0	0	0	0	28.0
hsa-miR-6499-5p	0	0	0	0	11	3	0	0	0	0	3	0	0	3	0	0	5	0	3	0	28.0
hsa-miR-18b-5p	0	0	0	0	13	0	0	2	0	1	0	0	6	4	0	0	0	0	3	0	27.0
hsa-miR-4758-3p	0	0	0	0	10	6	0	0	0	0	0	0	9	0	0	0	2	0	0	0	27.0
hsa-miR-20a-3p	0	0	0	0	9	6	0	0	0	5	0	0	5	0	0	0	0	0	2	0	27.0
hsa-miR-329-3p	0	4	0	0	0	0	0	8	4	0	4	2	3	0	0	0	0	2	0	0	27.0
hsa-miR-3164	0	0	0	0	2	0	0	0	0	0	0	2	3	0	0	0	3	0	17	0	27.0
hsa-miR-1294	2	0	0	0	7	0	0	0	0	4	0	6	0	0	0	0	0	0	8	0	27.0
hsa-miR-1908-3p	0	0	0	0	6	0	0	0	0	0	0	5	8	0	0	0	0	0	8	0	27.0
hsa-miR-7854-3p	0	0	0	0	11	4	0	4	0	5	3	0	0	0	0	0	0	0	0	0	27.0
hsa-miR-2278	0	0	0	0	19	0	0	4	0	0	0	0	0	0	0	0	2	0	2	0	27.0
hsa-miR-4999-5p	0	0	0	0	18	0	0	0	0	0	2	0	3	0	0	0	0	0	3	0	26.0
hsa-miR-4683	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	25.0
hsa-miR-3129-3p	0	0	0	0	18	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	25.0
hsa-miR-7851-3p	0	0	0	0	10	0	0	6	0	0	0	3	0	0	0	0	6	0	0	0	25.0
hsa-miR-4479	0	0	0	3	13	0	0	2	0	0	2	0	3	0	0	0	0	2	0	0	25.0
hsa-miR-659-5p	0	0	0	2	4	0	0	0	0	0	0	2	0	0	0	0	0	0	17	0	25.0
hsa-miR-519d-3p	0	0	0	0	14	0	0	3	0	4	0	4	0	0	0	0	0	0	0	0	25.0
hsa-miR-3611	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	10	0	25.0
hsa-miR-1228-5p	3	0	0	0	10	0	0	0	0	0	0	3	0	0	0	3	0	0	5	0	24.0
hsa-miR-4690-3p	0	0	0	0	10	2	0	0	0	0	0	2	0	0	0	0	2	0	8	0	24.0
hsa-miR-127-5p	6	4	0	0	0	2	0	0	4	3	0	2	3	0	0	0	0	0	0	0	24.0
hsa-miR-6777-5p	0	0	0	0	7	2	0	2	0	2	3	4	0	0	0	0	0	0	4	0	24.0
hsa-miR-1288-3p	0	0	0	0	14	0	0	0	0	3	0	0	0	0	0	0	5	0	2	0	24.0
hsa-miR-509-5p	0	0	0	0	18	0	0	3	0	0	0	0	0	0	0	0	0	0	2	0	23.01
hsa-miR-10399-5p	0	0	0	0	8	2	0	0	0	0	0	0	2	0	0	0	0	0	11	0	23.0
hsa-miR-2277-3p	0	0	0	2	14	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	23.0
hsa-miR-556-3p	0	0	0	0	18	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	23.0
hsa-miR-203a-5p	0	0	0	0	15	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	23.0
hsa-miR-539-3p	0	0	0	2	3	3	0	2	0	5	0	3	3	0	0	0	0	2	0	0	23.0
hsa-miR-449a	0	0	0	0	14	4	0	0	0	0	0	0	0	0	0	0	0	0	5	0	23.0
hsa-miR-3609	0	0	0	0	8	2	0	0	0	3	2	0	0	0	0	0	0	2	6	0	23.0
hsa-miR-135a-5p	0	0	0	2	9	0	0	0	0	0	0	2	3	0	0	0	6	0	0	0	22.34
hsa-miR-10526-3p	0	0	0	0	3	11	0	0	0	0	0	4	2	2	0	0	0	0	0	0	22.0
hsa-miR-194-3p	0	0	0	2	13	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	22.0
hsa-miR-217-5p	0	0	0	0	0	5	0	0	0	0	0	7	4	0	0	0	4	0	2	0	22.0
hsa-miR-579-3p	0	0	0	0	7	6	0	2	0	0	2	0	0	0	0	0	0	0	5	0	22.0
hsa-miR-500b-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	21.0
hsa-miR-4689	0	3	0	0	3	5	0	4	0	0	0	2	0	0	0	0	2	0	2	0	21.0
hsa-miR-1229-3p	0	0	0	0	15	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	21.0
hsa-miR-4802-3p	0	0	0	0	12	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	21.0
hsa-miR-892a	0	0	0	0	11	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	21.0
hsa-miR-624-5p	0	0	0	0	7	3	0	0	0	0	0	2	0	0	0	0	0	0	9	0	21.0
hsa-miR-4640-3p	0	0	0	0	16	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	21.0
hsa-miR-1249-5p	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	21.0
hsa-miR-3916	0	0	0	0	7	3	0	0	0	0	0	2	0	0	0	0	2	0	6	0	20.0
hsa-miR-664b-3p	0	0	0	0	13	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	20.0
Hsa-Mir-1913_5p	0	0	0	0	7	0	0	2	0	9	0	0	2	0	0	0	0	0	0	0	20.0
hsa-miR-503-3p	3	0	0	0	12	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	20.0
hsa-miR-208b-3p	0	0	0	5	0	4	0	6	0	0	2	0	3	0	0	0	0	0	0	0	20.0
hsa-miR-3127-5p	0	0	0	0	9	2	0	0	0	0	2	0	2	5	0	0	0	0	0	0	20.0
hsa-miR-4654	0	0	0	0	7	9	0	0	0	2	0	0	0	2	0	0	0	0	0	0	20.0
hsa-miR-3913-5p	0	0	0	0	16	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	20.0
hsa-miR-3148	0	0	0	0	12	0	0	0	0	0	4	0	0	0	0	0	0	0	4	0	20.0
hsa-miR-4517	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	20.0
hsa-miR-1914-5p	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	20.0
hsa-miR-656-3p	0	0	3	0	0	3	0	0	0	3	5	0	3	0	0	0	0	0	0	3	20.0
hsa-miR-642a-3p	0	0	0	0	10	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	19.0
hsa-miR-874-5p	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19.0
hsa-miR-129-1-3p	0	0	0	0	14	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	19.0
hsa-miR-1247-3p	0	0	0	0	13	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	19.0
hsa-miR-643	0	0	0	0	11	0	0	0	2	0	0	2	0	0	0	0	0	0	4	0	19.0
hsa-miR-888-5p	0	0	0	0	9	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0	19.0
hsa-miR-379-3p	0	0	6	3	0	3	0	2	0	0	0	3	2	0	0	0	0	0	0	0	19.0
hsa-miR-766-5p	0	0	0	0	0	2	0	2	0	0	0	5	0	0	5	0	0	0	5	0	19.0
hsa-miR-196b-3p	0	0	0	0	9	4	0	0	0	0	0	0	2	0	0	0	0	0	4	0	19.0
hsa-miR-6514-5p	0	0	0	0	12	0	0	2	0	3	0	2	0	0	0	0	0	0	0	0	19.0
hsa-miR-4775	0	0	0	0	10	0	0	0	0	4	0	2	0	0	0	0	0	0	3	0	19.0
hsa-miR-4741	5	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	2	0	4	0	19.0
hsa-miR-3190-3p	0	0	0	0	9	5	0	0	0	0	0	0	2	0	0	0	0	0	2	0	18.0
hsa-miR-7113-5p	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	4	0	7	0	18.0
hsa-miR-4636	0	0	0	0	12	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	18.0
hsa-miR-362-3p	0	0	0	0	13	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	18.0
hsa-miR-10394-3p	7	0	0	0	2	0	0	0	0	4	2	3	0	0	0	0	0	0	0	0	18.0
hsa-miR-597-3p	0	0	0	0	11	0	0	0	0	0	0	2	3	0	0	0	0	0	2	0	18.0
hsa-miR-3180	0	0	0	0	10	0	0	1	0	1	1	0	0	0	2	1	1	0	2	0	17.84
hsa-miR-376a-3p	0	0	0	0	3	3	1	3	0	3	0	0	2	0	0	0	0	0	2	0	17.34
hsa-miR-506-3p	0	0	0	0	15	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	17.0
hsa-miR-122-3p	0	0	0	0	0	2	0	4	5	0	0	6	0	0	0	0	0	0	0	0	17.0
hsa-miR-516a-5p	0	0	0	0	10	0	0	5	0	2	0	0	0	0	0	0	0	0	0	0	17.0
hsa-miR-3928-3p	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	2	0	2	0	17.0
hsa-miR-4658	0	0	0	0	2	4	0	2	0	0	0	3	0	6	0	0	0	0	0	0	17.0
hsa-miR-6847-5p	0	0	0	0	3	2	0	4	0	3	0	2	0	3	0	0	0	0	0	0	17.0
hsa-miR-627-3p	0	0	0	0	2	6	0	3	0	0	0	2	0	4	0	0	0	0	0	0	17.0
hsa-miR-618	0	0	0	0	0	5	0	0	0	0	2	4	3	0	0	0	0	0	3	0	17.0
hsa-miR-197-5p	2	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0	17.0
hsa-miR-4762-3p	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	17.0
hsa-miR-541-5p	0	0	0	0	0	2	0	2	7	0	0	2	2	0	0	0	0	2	0	0	17.0
hsa-miR-6857-3p	0	0	0	0	7	0	0	0	0	0	2	0	0	3	0	0	3	0	2	0	17.0
hsa-miR-590-5p	0	0	0	0	8	0	0	2	0	0	0	2	0	0	0	0	0	0	5	0	17.0
hsa-miR-6765-5p	0	0	0	0	2	2	0	0	0	0	0	7	0	0	0	0	3	0	3	0	17.0
hsa-miR-597-5p	0	0	0	0	13	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17.0
