name	SRX1158749	SRX1158748	SRX1158761	SRX1158760	SRX1158767	SRX1158766	SRX1158765	SRX1158764	SRX1158769	SRX1158768	SRX1158747	SRX1158746	SRX1158763	SRX1158824	SRX1158810	SRX1158816	SRX1158822	SRX1158811	SRX1158798	SRX1158799	SRX1158796	SRX1158797	SRX1158794	SRX1158795	SRX1158792	SRX1158793	SRX1158790	SRX1158791	SRX1158762	SRX1158774	SRX1158813	SRX1158812	SRX1158815	SRX1158814	SRX1158817	SRX1158775	SRX1158819	SRX1158818	SRX1158823	SRX1158776	SRX1158821	SRX1158758	SRX1158759	SRX1158778	SRX1158779	SRX1158752	SRX1158753	SRX1158750	SRX1158751	SRX1158756	SRX1158757	SRX1158754	SRX1158755	SRX1158772	SRX1158777	SRX1158773	SRX1158771	SRX1158820	SRX1158803	SRX1158789	SRX1158788	SRX1158770	SRX1158784	SRX1158787	SRX1158786	SRX1158781	SRX1158780	SRX1158783	SRX1158782	SRX1158802	SRX1158785	SRX1158800	SRX1158801	SRX1158806	SRX1158807	SRX1158804	SRX1158805	SRX1158808	SRX1158809
hsa-miR-412-3p	238	10	0	0	0	0	33	0	0	0	99	0	0	0	0	0	0	4	0	0	0	0	2	460	0	8	25	1785	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	317	0	16	0	0	0	0	0	32	0	0	8	4	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-31-3p	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-107	397	14	238	551	31	8	212	3	19	272	13	45	9	1	2	472	1	770	1	7	6	3	95	645	2	13	9	6	40	8	2	0	2	1	174	11	0	0	0	245	4	286	17	3	16	111	15	8	12	476	3	15	21	78	2	109	119	4	12	15	2352	10	2	1459	3014	76	40	7	1	0	5	442	1032	123	2	4	0	5	0
hsa-miR-942-5p	0	2	0	0	2	0	0	0	0	154	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-503-5p	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-4732-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-423-5p	6	5	1729	66	693	8	895	78	108	131	308	0	10	1256	0	2	0	4	2	0	561	4	0	3	0	2	0	0	257	2	0	2	0	0	9	91	0	0	2	570	1024	3	0	548	0	223	23	0	13	480	14	0	73	390	15	5	167	2	650	2	0	134	876	0	0	1206	96	4	0	0	305	0	1972	0	8	3	7	0	652
hsa-miR-17-5p	0	0	243	0	367	0	0	0	0	0	158	168	0	4	0	7	0	0	0	0	1824	0	0	3	1	2	0	13	232	0	0	0	0	0	0	5	0	0	0	826	0	0	0	0	0	0	10	0	0	1664	0	5	5	146	0	3	180	0	2	4	0	0	0	0	0	0	4	0	0	0	8	6	0	25	0	0	1819	0	0
hsa-miR-1224-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-183-5p	0	0	110	0	0	0	228	5	0	74	134	0	29	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	2	93	0	0	0	0	0	115	0	0	8	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	8	0	0	0
hsa-miR-433-3p	0	80	0	0	2	0	0	3	0	110	2	0	0	0	0	0	0	0	3	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	6	0	3	2	0	0	0	3	0	0	0	0	3	0	0	1531	0	0	0
hsa-miR-328-3p	0	0	0	0	28	0	0	0	0	0	0	3	9	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	75	3	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	2	108	8	0	0	0	0	139	12	0	0	0	0	1067	0	2	5	0	0	655	393	0	267	0	0	12	0	0	4	0	0	994	0	0
hsa-miR-129-2-3p	480	8	0	61	2	79	12	4	16	0	10	4	27	0	0	189	1	3	0	2	0	0	0	0	0	0	0	7	4	0	336	412	0	332	0	5	207	0	0	4	0	2	0	3	0	13	7	9	53	170	0	5	6	0	0	0	18	0	5	6	0	2	5	5	0	154	3	14	95	0	335	3	0	3	0	3	726	2	312
hsa-miR-19b-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4429	0	0	8	0	0	0	11	0	0	0	0	0	0	3	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	5	0	0	0	0	0	109	0	2	1	15	0	0	0	0	0	0	0	0	4	0	0	8	3	13	0	0	192	0	6	0	0	0	0	0	0
hsa-miR-339-5p	0	0	70	0	0	0	84	3	2	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	339	0	0	0	4	0	72	0	0	0	136	0	0	0	0	0	0	2	0	0	0	0	0	9	0	0	0	3	4	0	0	212	0	0	0	0	8	4	0	0
hsa-miR-4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-106b-5p	217	7	49	6	384	162	0	3	415	94	53	5	0	0	278	265	0	2	4	0	3651	32	2	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	2	1045	0	8	0	301	0	12	58	2	4	1189	0	6	0	434	0	399	5	0	0	2239	5	0	83	0	3	2	6	505	0	0	265	0	0	0	0	2	0	0	5
hsa-miR-454-3p	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	0
hsa-miR-625-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-211-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-5100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-133a-3p	70	575	0	162	2	653	0	0	2	1612	0	565	121	31	0	6	1616	909	0	0	1	0	0	2	0	1863	2	2217	34	0	718	0	422	0	4	0	0	4	5	116	315	0	2	0	8	0	203	0	127	0	0	0	0	145	0	977	181	0	18	5	4136	0	0	0	3572	0	5	80	20	39	0	0	0	1496	9	0	0	1333	0
hsa-miR-7977	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	202	335	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-125a-3p	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10b-5p	3	10	0	4	37	4	2	0	0	63	72	2	0	0	0	0	0	223	0	0	4	0	2	2	416	0	0	0	31	0	0	0	295	0	0	2	0	0	0	574	0	2	0	19	0	312	9	56	7	162	0	2	2	737	0	3	76	0	0	0	0	58	2	0	0	0	2	0	0	2	62	0	0	0	0	2	0	152	2
hsa-miR-221-3p	894	245	7415	16	3065	340	1094	116	431	2628	1903	16	34	814	0	1948	1915	0	15	3	5471	7	27	2465	6827	25	3	16	59	554	4	15	9	2643	3	18	0	9	6	10691	425	26	2	12	0	2015	874	357	227	14995	247	58	14	5983	14	680	57	13	4	27	3403	8	1109	7	31	1214	17	747	538	10	1804	2019	1629	13	2	4339	12	688	1459
hsa-miR-141-3p	11	0	557	0	436	11	5	10	12	0	112	0	0	0	0	278	0	0	0	0	2786	2	0	0	0	3	0	0	7	2	0	4	0	251	3	0	0	0	0	4272	425	0	0	0	0	264	159	5	3	5033	4	11	0	914	9	275	5	0	7	5	0	5	530	0	0	271	4	11	0	0	313	0	4	0	0	3	1843	0	0
hsa-miR-889-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-671-5p	184	357	551	137	475	45	1244	121	284	108	384	150	31	262	0	100	0	0	0	0	857	24	0	0	0	0	2	0	0	0	0	0	0	0	0	91	0	0	0	1588	2	3	68	587	160	3	72	3	634	1329	179	222	0	538	47	258	514	2	0	0	0	3	737	0	2	500	3	164	33	0	314	0	2	0	0	0	0	0	0
hsa-miR-196b-5p	0	0	200	0	0	0	2	0	0	0	0	0	0	430	0	0	0	0	2	0	0	0	0	0	0	0	0	0	207	0	0	4	0	0	0	0	0	0	0	227	0	3	0	4	0	125	0	0	0	260	0	0	0	304	0	0	0	3	0	0	0	0	0	0	0	0	0	4	0	0	196	0	0	0	0	0	0	0	0
hsa-miR-203a-3p	4	40	16032	11	5526	1152	1155	410	498	4076	1048	1274	20	2	0	1507	550	0	7	0	13980	23	27	2	3	32	0	0	2152	466	5	0	0	2	11	4	0	2	726	29474	1471	13	0	832	0	227	332	0	9	20823	86	14	7	9078	135	234	165	0	2	0	3	2	4532	19	0	5827	124	24	165	4	2593	2	10716	273	820	1422	15	0	0
hsa-miR-21-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-486-5p	0	0	0	0	72	0	2	71	67	0	0	0	0	0	0	787	0	0	2	0	14	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2449	0	0	0	102	2	0	7	3	0	2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-127-5p	12	7	10	3	0	8	186	10	3	105	2	10	290	2	125	0	0	10	0	0	0	0	6	0	3	2	0	944	0	165	0	444	0	0	0	0	0	0	0	415	0	78	0	82	5	3	12	3	197	202	0	9	114	3	2	8	2	0	2	7	4	0	71	2	1121	3	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3059-5p	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-32-5p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	181	2	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0	0
hsa-miR-1287-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6130	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	3	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	2	0	4	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-137-3p	245	0	11	0	0	214	13	10	1035	215	2	18	16	4	0	292	0	3	3	0	1285	8	2	8	579	1006	4	7	4	50	4	248	0	2	203	19	0	0	0	5	0	13	0	405	97	18	148	4	64	6	0	11	20	16	0	125	266	0	1535	1126	0	202	7	0	6	5	8	184	4	0	950	0	2	415	0	8	12	2	598
hsa-miR-30d-5p	427	92	1018	103	374	518	409	176	449	499	214	486	303	1025	748	675	308	7	28	2	972	2	20	10	2721	734	12	952	34	409	2	990	7	1546	368	29	0	5	9	2542	400	133	10	174	51	638	523	117	228	2155	240	372	27	821	2	119	478	9	4875	2737	23	340	492	2638	34	25	29	1518	85	1961	491	5	133	10	15	15	24	1283	22
hsa-miR-3679-5p	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-7-5p	345	2	529	6	1225	3	8	69	27	112	406	174	153	5	2	10	3	0	9	30	1677	5	8	0	3422	2	1406	12	9	430	243	11	0	0	0	0	0	128	322	1798	2	27	3	240	0	462	22	8	8	1501	2	634	152	586	7	898	9	0	11	16	0	308	90	17	6	175	3	9	534	1479	163	2	1383	298	558	10	2164	0	4
hsa-miR-423-3p	2	0	355	0	0	97	400	112	0	0	141	2	0	0	0	2	0	0	385	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	2	0	257	493	0	0	0	0	3	82	23	4	672	2	0	0	250	2	288	9	0	0	0	0	0	13	0	0	71	0	0	0	0	193	0	3	0	0	0	0	0	0
hsa-miR-17-3p	0	3	0	0	0	0	2	0	71	199	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1468-5p	0	0	0	2	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-873-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-100-5p	423	16	29	89	9	198	11	13	652	11	6	11	29	0	0	690	377	2	2967	3	19	9	21	942	2142	589	26	7	501	0	6	0	3	548	0	255	0	354	0	26	0	32	2	182	0	345	243	30	176	493	4	15	103	10	5	246	265	4	1486	1572	117	384	9	29	11	10	18	400	160	6	15	2344	7	0	0	18	8	0	3
hsa-let-7f-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-409-5p	0	194	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	100	0	0	0	143	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0
hsa-miR-28-5p	6	5	0	0	0	0	0	7	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	2	0	0	385	0	0	0	0	0	0	0	0	0	4	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
hsa-miR-329-5p	0	0	0	0	6	0	0	0	0	0	4	0	0	293	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-194-5p	2	0	2	0	0	2	0	4	7	0	0	139	22	0	0	0	0	0	0	0	2	2	2	1483	1178	0	4	3	0	188	0	4	5	968	0	2	0	0	0	87	0	0	0	0	3	160	0	12	3	471	4	10	3	5	5	90	3	0	0	1076	3	84	0	0	4	140	0	2	0	0	0	2	0	4	2	0	0	3	7
hsa-miR-615-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6129	0	0	2	0	3	3	0	0	0	2	0	2	2	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	3	3	0	2	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0
hsa-miR-193a-5p	0	70	781	268	178	0	570	59	0	0	55	0	69	1071	0	0	0	5	0	0	0	0	0	0	0	3	0	0	22	0	0	0	0	2	0	0	0	0	0	313	0	0	57	2	0	2	14	0	9	624	4	0	0	136	0	88	202	6	0	0	0	0	155	0	0	194	0	2	229	0	0	0	0	0	271	0	3	0	2
hsa-let-7g-5p	435	828	602	224	328	775	450	278	1089	704	834	1001	970	666	353	660	789	2021	11	0	46	0	4552	36	5858	2656	32	4992	71	1524	1019	19	11	3125	4	227	0	3	5	1825	329	489	7	906	0	1062	114	1049	2332	1401	13	356	528	1686	3	723	2595	8	1471	7221	5166	960	32	1730	81	37	229	1482	274	15	147	26	34	1240	818	880	6730	393	26
hsa-miR-339-3p	0	0	0	0	18	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	12	0	0	95	0	0	0	0	0	18	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-106b-3p	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	888	0	0	0	0	0	0	0	0	0	325	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-29a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125b-5p	1006	210	1766	29	240	1090	638	62	2293	491	202	415	723	174	1978	9	313	623	935	10	1759	25	7114	1872	11	3382	5554	2657	801	3291	315	623	270	2529	631	658	0	353	16	2053	950	83	137	320	12	219	374	284	868	1843	156	567	294	1445	219	437	1437	0	1113	3364	46	895	940	607	417	917	327	2239	935	1506	805	20	2456	840	594	4102	4574	431	1770
hsa-miR-490-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-99a-5p	49	46	444	35	2451	544	764	654	257	488	599	422	66	1038	1286	1524	3	650	2092	0	3263	8	4738	4038	56	30	10652	2427	200	47	10	2	6	647	3	273	0	776	737	2958	528	40	0	733	0	444	294	1076	143	2123	12	631	325	321	0	798	39	6	4975	5525	84	370	767	2402	3420	464	560	337	17	1672	1062	18	1425	18	1140	4444	34	6	580
hsa-miR-3684	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-142-5p	0	0	0	0	170	0	0	0	0	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
hsa-miR-30c-1-3p	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-196b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-22-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
hsa-miR-152-3p	0	0	2	0	0	6	89	0	0	204	88	6	10	0	0	0	2	2	2	0	18	0	0	0	5	0	0	0	2	33	0	853	0	0	0	0	0	0	0	164	0	0	3	0	0	0	2	0	2	0	0	0	0	178	0	346	0	0	0	0	0	0	0	3	2347	0	0	353	3	2820	0	0	0	5	0	0	13	0	0
hsa-miR-127-3p	206	60	93	14	102	185	43	227	69	149	155	370	183	7	294	15	1028	8	613	374	1090	6	4302	449	534	756	1675	2232	19	789	8	1080	490	210	646	553	4	748	596	254	310	109	9	209	440	8	355	235	249	282	15	238	308	262	8	339	716	3	20	1357	1631	339	565	15	576	368	65	702	22	12	907	1419	19	464	483	1946	2521	4	384
ebv-miR-BART19-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-218-5p	486	10	451	5	0	5	6	120	736	11	0	406	15	0	0	0	0	8	6	0	0	0	4	921	2	4	2	2328	4	7	2	712	739	692	0	9	0	0	0	106	0	12	0	7	0	428	119	8	307	7	7	10	18	184	0	3	8	0	4	10	2	473	0	0	10	3	2	281	2	0	131	0	4	932	0	0	608	0	2
hsa-let-7a-5p	681	719	2024	214	1672	2055	373	1585	952	2047	956	1588	947	4226	2868	985	46	1792	2205	98	5652	39	3436	4524	4445	2929	1887	8048	1239	1221	637	1573	1714	1143	4	713	265	843	1009	5944	50	569	4	671	165	859	392	1341	1363	2610	16	604	439	4907	22	902	1266	1105	10465	6062	9434	1362	1122	84	4635	2227	46	1218	38	1444	2242	3157	538	1545	1072	1776	9891	796	1284
hsa-miR-429	0	3	116	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	63	3	0	0	294	0	19	2	0	0	2	4	0	0	0	0	2	2	70	2	0	423	0	0	0	0	0	0	0	0
