name	SRX3432753	SRX3432752	SRX3432751	SRX3432750	SRX3432748	SRX3432749	SRX3432755	SRX3432754	SRX3432746	SRX3432747	SRX3432758	SRX3432757	SRX3432760	SRX3432759	SRX3432756
hsa-miR-6878-5p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-151b	203	252	48	1	0	0	56	147	2	5	89	10	33	28	114
hsa-miR-6762-5p	2	2	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-3679-5p	4	2	0	0	0	2	2	0	0	2	0	0	2	0	2
hsa-miR-17-5p	3274	8918	1221	448	7	10	1534	2892	30	419	2418	360	259	311	4112
hsa-miR-552-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	4
hsa-miR-744-3p	23	54	2	0	0	0	13	21	0	0	20	0	2	4	7
hsa-miR-29a-3p	23172	31944	8158	333	16	3	7616	6374	15	187	7774	1110	1561	1323	18247
hsa-miR-197-5p	2	2	0	0	0	23	0	0	0	4	0	0	0	0	0
hsa-miR-6843-3p	71	12	4	0	0	0	11	29	0	6	11	0	29	30	2
hsa-miR-4646-5p	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0
hsa-miR-103a-2-5p	17	24	0	0	0	0	3	0	0	0	0	0	0	0	15
hsa-miR-181b-2-3p	8	40	7	2	0	0	2	8	0	0	11	0	0	2	10
hsa-miR-10396b-5p	0	0	0	1	6	0	0	0	0	3	0	0	0	0	0
hsa-miR-3173-5p	3	0	0	6	4	0	0	0	0	7	2	0	0	0	0
hsa-miR-548ah-5p	46	22	0	0	0	0	12	20	0	0	5	2	15	3	7
hsa-miR-3912-3p	33	64	11	5	0	0	7	17	0	0	7	0	2	0	24
hsa-miR-365a-3p	2338	3257	91	3	0	0	249	686	0	0	1129	98	198	710	686
hsa-miR-30c-5p	23281	35960	4548	375	171	3	6563	11546	48	169	13658	1820	4979	6359	11125
hsa-miR-4698	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-6837-3p	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-6068	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-29b-1-5p	19	0	0	0	0	0	4	0	0	0	4	0	2	0	2
hsa-miR-4696	6	9	0	0	0	0	0	4	0	0	0	0	0	0	0
hsa-miR-301a-5p	2	2	0	0	0	0	0	4	0	0	0	0	0	0	2
hsa-miR-30c-1-3p	33	18	6	0	0	0	5	18	0	5	14	0	2	2	6
hsa-miR-4529-3p	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-5003-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1247-3p	0	0	0	0	0	7	0	0	0	4	0	0	0	0	0
hsa-miR-424-3p	0	0	0	152	27	16	0	0	32	253	0	0	0	0	0
hsa-miR-6826-5p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-616-3p	3	2	0	0	0	0	2	0	0	2	3	0	0	0	2
hsa-miR-543	0	0	0	41	4	0	0	0	63	38	0	0	0	0	0
hsa-miR-145-5p	74	78	13	133	0	0	59	19	0	128	24	14	14	22	75
hsa-miR-664a-5p	2467	785	207	38	0	19	323	594	4	120	474	182	389	662	426
hsa-miR-337-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Hsa-Mir-544_5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-190a-5p	287	122	118	0	0	0	98	88	0	6	26	0	18	2	262
hsa-miR-582-5p	284	94	31	0	0	0	99	36	0	0	15	4	14	7	122
hsa-miR-221-5p	490	619	58	17	0	0	141	224	0	8	243	41	84	54	77
hsa-miR-6797-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4689	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
hsa-miR-4688	3	0	0	0	0	0	3	0	0	0	0	0	3	3	2
hsa-miR-15b-5p	1379	2252	360	84	28	5	412	921	9	12	565	63	180	148	611
hsa-miR-4326	90	0	19	47	11	23	25	54	0	106	64	5	31	52	36
hsa-miR-4686	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-3622b-5p	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2
hsa-miR-4683	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4682	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
hsa-miR-6762-3p	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-1255a	15	22	0	7	0	0	6	21	3	7	2	0	0	2	4
hsa-miR-17-3p	104	163	50	0	0	0	77	130	0	39	55	6	12	2	115
hsa-miR-139-5p	0	2	0	202	4	0	2	3	45	158	0	0	0	0	0
hsa-miR-151a-5p	897	1216	164	27	6	0	306	609	25	40	431	53	166	144	400
hsa-miR-192-5p	10095	4550	831	4528	53	584	1179	3129	904	13826	1110	381	1128	756	2486
hsa-miR-197-3p	422	1160	44	221	74	0	327	169	53	107	322	69	110	384	321
hsa-miR-3942-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1288-3p	3	0	0	0	0	3	2	2	0	0	0	0	0	3	2
hsa-miR-215-5p	305	177	25	180	0	7	21	66	20	339	13	2	23	30	47
hsa-miR-576-5p	287	244	15	12	11	0	37	175	0	5	84	12	28	38	86
hsa-miR-1306-5p	5	8	0	22	37	0	0	4	12	12	5	0	5	11	0
hsa-miR-516b-5p	40	9	0	30	0	0	0	0	7	46	4	4	0	0	0
hsa-miR-652-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2
hsa-miR-6867-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-4666a-5p	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
hsa-miR-6751-5p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hcmv-miR-US29-5p	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
hsa-miR-148b-5p	620	1317	208	37	0	0	222	616	0	37	192	75	86	68	293
hsa-miR-3173-3p	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ah-3p	25	11	0	0	0	0	2	2	0	0	2	0	2	0	6
hsa-miR-186-5p	22524	29368	5361	1969	54	144	10063	12327	80	3341	6953	2335	2725	1934	22218
hsa-miR-4679	3	9	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-454-5p	2	9	0	2	0	0	3	3	4	0	2	0	0	0	2
hsa-miR-301a-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-4716-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-3162-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548b-3p	20	8	0	0	0	0	2	0	0	0	5	0	0	0	2
hsa-miR-6821-5p	6	2	7	0	0	0	19	15	0	7	0	5	16	0	9
hsa-miR-6826-3p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-203a-3p	6533	3620	1450	163	0	4	2580	3496	185	246	2374	729	1038	410	3023
hsa-miR-4687-3p	0	0	0	0	0	0	0	0	0	8	0	0	0	0	2
hsa-miR-521	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-140-5p	151	548	107	63	0	5	360	144	5	65	81	35	14	5	180
hsa-miR-145-3p	15	39	0	601	0	0	67	16	11	296	0	10	4	3	39
hsa-miR-664a-3p	661	708	100	5	2	0	186	241	0	0	415	86	170	123	147
hsa-miR-885-5p	703	770	33	7	0	0	8	90	17	5	318	38	71	370	32
hsa-miR-6739-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6792-5p	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-190a-3p	7	4	2	0	0	0	2	3	0	0	0	0	0	0	4
hsa-miR-582-3p	198	33	20	8	0	0	211	63	0	54	8	9	33	2	116
hsa-miR-221-3p	3511	4263	1288	1248	3	36	1789	2254	110	2051	2305	418	462	280	4217
hsa-miR-4659a-3p	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-4669	0	0	0	15	0	50	0	0	0	4	0	0	0	0	0
hsa-miR-15b-3p	305	324	66	58	0	0	55	144	12	10	58	19	42	11	277
hsa-miR-4306	0	0	0	3	1	0	0	2	0	15	0	3	0	0	3
hsa-miR-3616-5p	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0
hsa-miR-4676-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-3121-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-3622b-3p	4	7	2	0	0	0	0	6	0	0	4	0	2	0	2
hsa-miR-134-5p	29	8	6	182	6	430	0	13	204	1875	0	0	0	2	2
hsa-miR-320e	34	20	19	11	2	33	10	30	1	264	12	12	11	4	30
hsa-miR-181d-5p	457	368	113	20	0	0	242	232	0	72	136	45	114	16	274
hsa-miR-320d	481	176	175	67	15	214	115	287	9	820	128	106	90	67	350
hsa-miR-139-3p	0	0	0	143	0	275	0	0	36	665	0	0	0	0	0
hsa-miR-320c	947	268	557	255	61	542	294	612	34	2366	342	218	180	159	1150
hsa-miR-4660	8	3	0	0	0	0	0	0	0	5	3	0	0	0	2
hsa-miR-192-3p	2	6	0	0	0	0	0	3	0	2	0	0	0	3	3
hsa-miR-320b	3094	1164	1564	1057	209	1927	1077	2435	93	12781	1164	1163	589	409	2849
hsa-miR-151a-3p	131752	49539	11855	8809	110	2714	15688	70346	1537	23447	19575	11288	56418	89677	21832
hsa-miR-4757-3p	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-210-5p	2	7	0	0	6	0	0	0	0	0	0	0	0	0	2
hsa-miR-1306-3p	3	4	0	17	4	11	0	2	3	177	2	0	0	4	0
hsa-miR-6809-5p	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0
hsa-let-7i-5p	427381	161611	63437	18429	474	1172	58349	147034	2710	29288	51678	21636	82847	43201	132449
hsa-miR-6501-5p	0	0	0	2	0	5	4	0	2	50	0	0	0	0	3
hsa-miR-6862-5p	7	0	0	0	0	10	0	0	0	3	0	0	0	0	0
hsa-miR-652-3p	6476	5592	1632	128	68	10	2147	3466	8	489	2829	729	1203	1437	6100
hsa-miR-148b-3p	86357	25887	7058	1180	49	117	8640	15430	220	1475	7302	1549	17794	17640	10136
hsa-miR-1843	2152	593	153	60	0	11	265	783	11	230	275	104	495	455	312
hsa-miR-4746-5p	4	0	0	29	12	41	0	0	3	155	0	0	0	8	0
hsa-miR-186-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	11
hsa-miR-204-5p	0	2	0	23	0	0	2	3	0	6	0	0	0	3	6
hsa-miR-1277-3p	2	9	2	0	0	0	3	0	0	0	0	0	0	0	4
hsa-miR-4658	0	0	0	10	0	8	0	2	0	13	0	0	0	0	0
hsa-miR-4657	0	0	0	0	0	0	0	0	0	9	0	2	0	0	0
hsa-miR-4656	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-454-3p	163	152	33	0	0	0	43	66	0	0	56	8	25	17	89
hsa-miR-4654	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-4651	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-130b-5p	140	42	4	33	38	0	11	26	28	38	36	0	24	42	5
hsa-miR-1266-5p	123	49	2	0	0	0	14	35	0	0	22	12	23	39	32
hsa-miR-3925-5p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-193a-5p	3926	7639	1462	571	7	391	1606	3635	98	3464	3209	1043	758	1133	2464
hsa-miR-18b-5p	1	0	1	2	0	0	2	2	0	0	0	0	0	0	5
hsa-miR-4700-5p	6	0	0	0	0	0	0	2	0	0	2	0	0	0	0
hsa-miR-92a-3p	63883	41925	14120	37966	24140	2141	15604	23202	16841	15487	38730	4844	12082	10943	30054
hsa-miR-140-3p	9659	5493	1129	6748	592	2411	3281	2697	568	18891	1480	1207	1504	1376	2713
hsa-miR-6734-5p	11	4	0	0	0	16	0	0	3	8	0	0	0	2	0
hsa-miR-885-3p	499	123	13	2	0	8	2	29	5	14	61	17	39	171	3
hsa-miR-3202	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-6810-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1185-1-3p	0	0	1	0	0	0	0	0	0	8	0	0	0	0	0
hsa-miR-4648	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
hsa-miR-4671-5p	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
hsa-miR-4647	11	4	0	0	0	18	0	0	0	13	0	0	0	6	5
hsa-miR-3616-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548ay-3p	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-519b-5p	1	0	0	2	0	0	0	0	0	6	0	0	0	0	0
hsa-miR-629-5p	1577	580	494	1020	6	3083	621	740	242	9720	330	264	410	480	1572
hsa-miR-9985	564	427	428	0	0	0	296	386	2	0	226	39	190	30	725
hsa-miR-495-3p	7	7	0	6	0	0	0	22	4	11	0	0	0	2	10
hsa-miR-874-5p	4	0	0	0	0	0	2	0	0	0	0	0	0	0	2
hsa-miR-6781-5p	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-210-3p	325	758	112	52	19	39	144	122	2	672	173	50	64	46	237
hsa-miR-6786-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1301-3p	218	207	42	124	15	25	64	111	6	313	107	26	39	40	92
hsa-let-7d-5p	10863	12049	1801	1117	68	18	1762	6547	157	662	6311	717	1137	1713	3027
hsa-let-7i-3p	467	787	202	9	0	0	203	254	0	18	117	53	54	45	574
hsa-miR-3605-5p	25	10	2	4	0	15	3	11	2	38	5	0	0	2	5
hsa-miR-4665-5p	2	0	0	10	0	11	0	0	0	132	0	0	0	0	0
hsa-miR-2110	554	231	111	419	43	975	118	156	62	3966	183	73	98	147	192
hsa-miR-1827	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-518f-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-489-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-676-5p	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-128-3p	671	816	107	964	77	38	275	618	278	584	573	34	176	111	306
hsa-miR-378a-5p	219	368	60	9	6	0	159	205	0	12	267	53	83	53	268
hsa-miR-3192-5p	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-526b-5p	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-5581-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-204-3p	0	0	0	20	0	17	0	0	0	170	0	0	0	0	0
hsa-miR-4637	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-200c-5p	104	119	34	0	0	0	41	106	0	0	25	12	21	7	77
hsa-miR-128-1-5p	13	0	2	0	0	0	2	6	0	6	4	2	0	8	0
hsa-miR-130b-3p	397	676	114	14	0	2	175	267	2	33	150	100	37	38	243
hsa-miR-362-5p	40	56	13	0	0	0	8	21	0	7	5	6	2	13	51
hsa-miR-3186-5p	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-29c-5p	1321	826	171	8	0	0	411	747	0	21	193	110	238	96	412
hsa-miR-193a-3p	1280	1055	550	0	0	0	471	447	0	0	195	72	127	86	1149
hsa-miR-6845-5p	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
hsa-miR-4700-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-18b-3p	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
hsa-miR-92a-1-5p	38	55	4	2	0	8	26	67	0	19	46	11	3	10	19
hsa-miR-4433a-5p	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-4787-3p	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-432-5p	3	0	0	33	0	11	0	0	63	49	0	0	0	2	0
hsa-miR-3064-5p	29	10	2	2	0	5	2	6	0	44	2	0	6	0	16
hsa-miR-624-5p	6	24	4	0	0	0	3	9	0	0	0	0	0	0	3
hsa-miR-490-3p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-6839-5p	0	2	0	0	0	0	0	3	0	2	0	0	0	0	0
hsa-miR-519b-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-629-3p	4	10	0	4	0	0	0	0	0	3	0	0	0	2	2
hsa-miR-3140-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-874-3p	174	142	65	11	0	3	52	74	4	68	48	14	17	8	111
hsa-miR-31-5p	34	55	28	0	0	0	7	75	0	0	20	7	0	3	61
hsa-miR-99b-5p	68002	32592	4811	1173	35	945	8631	21510	338	3973	21412	6098	14315	37403	13471
hsa-let-7d-3p	3533	3054	702	281	186	17	844	1760	98	187	1716	174	377	903	2318
hsa-miR-5702	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3605-3p	9	11	0	5	4	3	0	2	8	4	6	0	4	34	6
hsa-miR-518f-3p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-10399-5p	80	48	11	4	0	0	26	47	0	0	5	11	2	6	21
hsa-miR-671-5p	265	560	53	23	10	3	160	178	0	30	142	16	31	6	306
hsa-miR-676-3p	2	6	0	0	0	0	2	0	0	0	0	0	0	0	4
hsa-miR-502-5p	2	0	0	0	0	0	0	2	0	0	2	0	0	0	0
hsa-miR-6717-5p	2	2	0	0	0	3	0	0	0	0	0	0	0	0	0
hsa-miR-378a-3p	158496	95492	33165	1690	135	12412	49751	77860	453	26765	39185	18065	35788	51751	67160
hsa-miR-6770-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-25-5p	44	19	5	12	15	43	16	47	4	242	31	8	15	0	22
hsa-miR-1296-5p	32	65	6	0	0	5	15	7	0	0	14	11	2	6	14
hsa-miR-200c-3p	188864	353563	41330	146	67	5	76267	203772	24	59	204729	38478	38398	62829	74260
hsa-miR-589-5p	421	268	58	41	5	13	113	222	10	244	89	53	88	47	154
hsa-miR-196a-5p	4860	2284	160	0	0	0	720	483	2	0	301	138	190	121	528
hsa-miR-642a-3p	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-362-3p	11	13	3	0	0	0	2	2	0	0	0	0	0	0	40
hsa-miR-6764-5p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-8072	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
hsa-miR-3186-3p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-29c-3p	1127	1435	344	11	0	0	342	137	0	1	117	46	67	48	1115
hsa-miR-216a-5p	6	2	4	0	0	0	2	9	0	2	3	0	0	0	2
hsa-miR-6840-5p	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-125b-2-3p	3309	3483	686	50	0	0	729	1936	6	84	1409	339	1090	2154	1778
hsa-miR-659-5p	27	24	0	4	0	7	2	20	0	32	11	7	13	4	6
hsa-miR-1250-5p	0	0	0	0	0	0	4	2	0	3	0	0	0	0	0
hsa-miR-19b-1-5p	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4
hsa-miR-4433a-3p	0	0	0	2	0	0	0	0	2	5	0	0	0	0	0
hsa-miR-4800-5p	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0
hsa-miR-548ao-3p	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0
hsa-miR-3064-3p	31	18	0	0	0	0	0	9	0	0	5	0	0	2	4
hsa-miR-30e-5p	29270	69403	18669	5179	23	158	26405	21692	299	4139	8837	2768	2673	1493	39353
hsa-miR-3140-3p	3	3	0	5	0	0	0	2	0	0	0	0	0	0	2
hsa-miR-31-3p	4	2	0	0	0	0	0	2	0	0	0	0	0	0	21
hsa-miR-345-5p	1587	1857	352	48	0	13	831	1036	2	249	943	266	163	61	1334
hsa-miR-99b-3p	5817	1992	538	37	7	38	631	1661	5	156	755	312	898	1390	1771
hsa-miR-1249-3p	0	0	0	2	8	0	0	0	0	2	0	0	0	0	0
hsa-miR-11401	0	0	0	28	0	9	0	0	11	274	0	0	0	0	0
hsa-miR-590-5p	12	6	6	0	0	0	12	0	0	0	0	0	0	0	18
hsa-miR-11400	0	0	0	71	0	4	0	0	23	93	0	0	0	0	0
hsa-miR-6511b-5p	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-2276-3p	4	6	0	0	0	0	0	0	0	7	0	2	0	0	0
hsa-miR-10394-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-518a-3p	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-125a-5p	9663	13981	1293	557	24	52	2559	4148	114	552	11140	1206	1570	2146	3598
hsa-miR-10399-3p	440	77	10	5	4	0	21	88	2	54	49	42	101	166	51
hsa-miR-671-3p	190	53	4	30	10	14	19	41	24	37	27	8	49	98	17
hsa-miR-7855-5p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-103a-3p	16293	25976	4153	2013	139	89	5308	10551	111	3640	10430	2486	1846	3673	7920
hsa-miR-502-3p	342	540	98	54	8	11	112	267	5	111	133	46	44	37	353
hsa-miR-6770-3p	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-25-3p	64497	27310	5325	9477	736	583	6724	18409	1348	16859	11017	3408	13224	10780	9968
hsa-miR-339-5p	253	891	24	49	30	0	88	169	2	177	317	38	30	33	204
hsa-miR-584-5p	64	55	5	452	9	149	4	2	219	880	0	0	4	24	9
hsa-miR-223-5p	153	422	45	380	0	14	934	301	107	443	40	153	41	23	229
hsa-miR-1296-3p	11	12	10	0	0	0	2	21	0	0	14	0	3	0	13
hsa-miR-589-3p	0	6	0	0	0	0	0	5	0	0	0	0	0	0	2
hsa-miR-1180-3p	352	239	117	438	229	86	156	304	45	1712	214	82	154	85	496
hsa-miR-196a-3p	30	13	0	0	0	0	2	2	0	0	0	0	8	0	2
hsa-miR-371b-5p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-500a-5p	23	28	11	2	0	0	5	24	1	0	5	3	4	15	27
hsa-miR-660-5p	2166	1562	558	73	0	0	836	834	3	82	530	131	191	131	1847
hsa-miR-6875-5p	12	0	0	2	0	3	0	2	0	0	6	3	0	2	0
hsa-miR-6514-5p	12	2	0	0	0	10	0	2	2	4	0	0	0	2	0
hsa-miR-194-5p	590	1553	138	216	2	0	226	647	16	186	275	64	45	61	651
hsa-miR-216a-3p	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-3944-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-217-5p	23	11	15	0	0	0	2	2	0	0	0	0	0	0	3
hsa-miR-409-5p	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
hsa-miR-101-5p	16	33	7	0	0	0	12	8	0	3	2	2	0	2	42
hsa-miR-654-5p	0	0	3	22	2	36	0	0	30	225	0	0	0	2	2
hsa-miR-188-5p	0	7	5	0	0	0	5	3	0	0	0	2	0	0	7
hsa-miR-5588-5p	9	6	0	0	0	0	0	0	0	0	0	0	0	8	0
hsa-miR-30e-3p	82382	12050	2604	181	9	12	5192	9127	51	124	4684	1360	15545	18782	3518
hsa-miR-6715b-3p	9	14	0	0	0	0	0	3	0	3	0	2	0	0	2
hsa-miR-449a	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-153-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
hsa-miR-340-5p	3698	4635	1169	199	3	3	2453	1378	22	51	563	151	202	108	2635
hsa-miR-5000-3p	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0
hsa-miR-532-5p	13818	3134	1248	1530	15	832	1648	3555	381	5305	1788	710	3953	6533	2552
hsa-miR-345-3p	28	14	0	0	0	0	4	23	0	2	5	0	3	0	10
hsa-miR-106a-5p	26	87	11	78	5	3	12	20	0	41	10	0	0	2	43
hsa-miR-6747-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-27a-5p	420	195	81	21	0	11	307	227	0	99	83	153	187	54	224
hsa-miR-590-3p	163	237	86	0	0	0	59	26	0	0	9	2	0	0	106
hsa-miR-10b-5p	183	316	19	3978	0	331	7	21	2007	2044	18	0	52	81	22
hsa-miR-6511b-3p	5	11	0	4	5	0	0	2	0	0	0	0	0	2	3
hsa-miR-7110-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-10394-3p	5	2	0	0	0	5	0	6	0	0	7	6	6	2	7
hsa-miR-125a-3p	740	387	154	21	0	9	136	295	3	63	219	59	126	235	197
hsa-miR-7850-5p	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-199a-5p	0	0	0	293	0	3	0	4	15	599	2	0	0	0	4
hsa-miR-3682-3p	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
hsa-miR-142-5p	268	355	190	2773	23	31	1570	182	268	801	97	212	14	5	813
hsa-miR-550b-2-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-4707-5p	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0
hsa-miR-1238-3p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
hsa-miR-339-3p	734	1358	179	98	8	69	224	623	2	1195	403	104	108	95	377
hsa-miR-223-3p	898	700	22	367	48	4	1585	184	16	162	38	280	114	167	545
hsa-miR-219a-5p	0	6	5	0	0	0	4	0	0	0	0	0	0	0	2
hsa-miR-34a-5p	1175	696	522	0	0	0	503	275	0	0	223	78	115	132	1526
hsa-miR-500a-3p	503	344	105	56	4	13	145	223	2	186	126	58	106	76	380
hsa-miR-660-3p	12	25	13	0	0	0	12	7	0	4	3	2	0	0	21
hsa-miR-1323	15	2	2	4	0	0	0	0	0	24	4	2	0	0	4
hsa-miR-7849-3p	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
hsa-miR-136-5p	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0
hsa-miR-497-5p	657	1641	352	0	0	0	515	431	0	0	322	32	41	24	914
hsa-miR-328-5p	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0
hsa-miR-194-3p	3	0	0	0	0	0	0	6	0	0	0	0	2	0	0
hsa-miR-4498	2	0	0	0	0	5	0	0	0	40	0	0	0	4	0
hsa-miR-212-5p	4	0	2	0	0	0	2	0	0	0	3	0	0	2	0
hsa-miR-6788-5p	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
hsa-miR-4497	0	6	0	2	38	6	5	2	0	35	7	2	11	2	16
hsa-miR-3944-3p	11	0	0	0	0	2	0	2	0	9	0	0	0	0	2
hsa-miR-96-5p	1855	2276	484	7	11	0	543	773	2	8	279	62	88	71	1160
hsa-miR-409-3p	7	0	0	232	20	111	0	2	503	590	0	0	2	2	0
hsa-miR-101-3p	216923	63947	53710	6120	50	980	49174	27708	683	6917	8932	4134	19156	6862	71993
hsa-miR-6503-5p	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
hsa-miR-4492	2	20	3	0	7	3	2	4	1	68	2	0	0	3	6
hsa-miR-4491	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
hsa-miR-654-3p	3	0	0	10	0	0	0	2	7	0	2	0	0	0	0
hsa-miR-6508-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
