name	SRX2540520	SRX2540521	SRX2540509	SRX2540508	SRX2540518	SRX2540519	SRX2540514	SRX2540512	SRX2540513	SRX2540510	SRX2540511	SRX2540516	SRX2540517	SRX2540507	SRX2540515
hsa-miR-6721-5p	13	3	25	33	7	13	3	0	0	30	7	20	3	10	6	173.0
hsa-miR-4662a-5p	17	4	17	15	5	32	4	0	0	17	6	2	34	8	12	173.0
hsa-miR-1538	5	11	11	20	17	19	22	2	0	8	2	10	22	2	21	172.0
hsa-miR-6516-5p	19	0	15	23	7	25	3	0	0	12	12	15	25	5	10	171.0
hsa-miR-3186-3p	20	0	0	0	15	5	0	0	0	0	0	54	33	0	44	171.0
hsa-miR-5009-5p	12	3	8	2	12	19	5	0	0	7	31	27	18	0	23	167.0
hsa-miR-3180-3p	8	17	2	2	6	12	19	0	0	0	0	9	76	2	15	166.54
hsa-miR-939-5p	11	2	8	5	8	7	5	0	0	18	79	14	9	0	0	166.0
hsa-miR-4664-3p	20	4	2	5	20	16	26	0	0	0	2	51	9	0	10	165.0
hsa-miR-296-3p	12	6	2	10	5	25	11	0	0	8	2	0	61	0	23	165.0
hsa-miR-6514-5p	21	3	5	6	4	12	10	0	2	4	28	23	10	0	36	164.0
hsa-miR-337-5p	3	4	6	3	10	10	3	0	0	10	9	19	85	0	0	162.0
hsa-miR-376a-3p	14	4	13	36	10	8	0	0	0	28	10	26	9	0	3	161.34
hsa-miR-1197	4	9	5	13	29	10	0	0	0	16	8	44	23	0	0	161.0
hsa-miR-6502-5p	0	2	3	6	6	4	12	0	0	2	0	54	5	0	66	160.0
hsa-miR-2277-5p	7	0	7	33	3	9	9	0	0	2	6	43	17	0	22	158.0
hsa-miR-101-5p	13	4	0	2	3	10	15	0	0	3	55	32	18	2	0	157.0
hsa-miR-3199	5	11	5	0	4	3	19	2	2	2	10	15	73	0	5	156.0
hsa-miR-1249-3p	9	4	19	59	0	17	2	0	0	0	5	0	17	7	17	156.0
hsa-miR-20b-3p	10	9	0	2	9	13	11	0	0	0	25	42	27	0	5	153.0
hsa-miR-508-3p	3	6	0	2	17	4	2	0	0	0	0	8	110	0	0	152.0
hsa-miR-1185-2-3p	3	4	6	39	3	22	2	0	0	7	6	20	31	4	5	151.5
hsa-miR-6764-5p	23	0	2	12	6	12	2	0	0	8	10	31	28	2	15	151.0
hsa-miR-1277-3p	0	4	10	6	15	13	5	0	0	2	36	45	14	0	0	150.0
hsa-miR-487a-5p	17	7	14	31	4	11	0	0	0	26	0	23	10	4	2	149.0
hsa-miR-5695	8	0	3	0	0	6	7	0	0	5	72	31	11	0	6	149.0
hsa-miR-4473	19	0	5	10	4	16	14	0	0	15	10	32	20	4	0	149.0
hsa-miR-193a-3p	0	0	0	0	0	0	2	0	0	0	0	8	138	0	0	148.0
hsa-miR-18b-3p	11	23	4	11	19	31	21	0	0	0	6	14	4	0	3	147.0
hsa-miR-3200-3p	0	7	0	13	0	5	13	0	0	2	77	25	5	0	0	147.0
hsa-miR-6515-5p	29	0	10	5	4	13	17	2	0	11	4	29	16	0	7	147.0
hsa-miR-216b-5p	13	3	5	0	13	0	0	2	0	0	0	72	36	0	2	146.0
hsa-miR-3174	28	6	17	6	16	8	3	0	0	8	6	20	10	2	15	145.0
hsa-miR-3135a	27	0	6	16	3	8	9	0	0	14	40	4	14	0	4	145.0
hsa-miR-6818-5p	0	9	4	2	8	7	26	0	0	4	10	15	51	0	7	143.0
hsa-miR-627-3p	3	0	3	2	6	4	19	0	0	2	3	72	5	0	22	141.0
hsa-miR-7849-3p	10	11	2	18	12	49	2	0	0	4	0	16	6	0	11	141.0
hsa-miR-3186-5p	16	4	2	0	0	6	8	0	2	2	0	34	6	0	60	140.0
hsa-miR-676-3p	5	4	0	0	24	0	2	0	0	0	0	5	93	0	7	140.0
hsa-miR-4474-3p	6	0	0	0	2	14	12	0	0	0	12	12	78	0	2	138.0
hsa-miR-3191-3p	30	7	15	28	2	15	3	0	0	12	4	2	11	4	4	137.0
hsa-miR-3190-3p	8	6	8	5	19	13	6	0	0	19	6	16	19	0	11	136.0
hsa-miR-6859-5p	24	2	8	7	2	12	5	2	2	6	44	0	6	0	16	135.84000000000003
hsa-miR-4661-5p	21	6	7	2	15	20	17	0	0	3	5	16	18	0	5	135.0
hsa-miR-4685-3p	10	6	6	21	9	25	8	0	0	0	3	6	28	7	4	133.0
hsa-miR-6868-3p	24	8	0	2	0	3	20	0	0	2	4	30	29	0	9	131.0
hsa-miR-1343-3p	8	6	16	28	5	17	3	0	0	6	2	3	14	2	20	130.0
hsa-miR-629-3p	8	3	6	6	9	11	13	0	0	0	0	34	6	0	32	128.0
hsa-miR-548ay-3p	0	0	6	2	18	9	4	0	0	2	17	25	21	0	24	128.0
hsa-miR-4639-5p	4	0	0	0	17	10	15	0	0	0	9	7	49	0	15	126.0
hsa-miR-3178	3	10	13	8	5	3	34	3	4	0	2	9	17	9	6	126.0
hsa-miR-4516	10	4	10	10	0	0	72	0	0	2	0	9	8	0	0	125.0
hsa-miR-501-5p	10	2	10	12	4	32	3	0	0	2	10	7	11	0	20	123.0
hsa-miR-3163	10	0	2	0	11	23	9	0	0	0	36	21	7	0	3	122.0
hsa-miR-365b-5p	23	2	0	0	0	2	14	0	0	2	0	3	70	0	5	121.0
hsa-miR-548a-3p	10	5	3	5	4	24	5	0	0	5	0	29	27	0	3	120.03
hsa-miR-7848-3p	27	6	10	7	10	23	4	2	0	0	0	3	8	6	14	120.0
hsa-miR-135a-5p	4	2	2	3	0	19	3	2	0	2	17	58	8	0	0	120.0
hsa-miR-548ab	9	2	2	0	9	10	7	0	0	3	12	36	26	0	5	118.0
hsa-miR-744-3p	25	0	4	13	16	10	12	0	0	3	5	17	6	2	5	118.0
hsa-miR-483-3p	0	5	21	16	2	11	11	0	0	0	0	2	26	22	2	118.0
hsa-miR-3911	18	0	0	0	0	2	4	0	0	0	0	0	87	0	6	117.0
hsa-miR-33b-3p	15	0	0	3	3	0	13	0	0	0	0	47	16	0	20	117.0
hsa-miR-6772-3p	15	5	18	11	2	41	0	0	0	7	0	10	3	4	0	116.0
hsa-miR-660-3p	7	9	2	2	10	0	5	2	0	0	31	15	29	0	4	116.0
hsa-miR-4668-5p	10	3	4	0	10	8	13	0	0	2	10	44	10	0	2	116.0
hsa-miR-122b-5p	0	0	2	0	16	2	4	0	0	0	0	0	83	2	5	114.0
hsa-miR-9903	5	5	2	7	18	10	5	0	0	3	26	11	18	0	4	114.0
hsa-miR-513c-5p	19	22	0	0	6	2	0	0	0	0	0	0	62	0	3	114.0
hsa-miR-29b-1-5p	8	8	0	4	5	21	8	0	0	0	0	13	12	0	34	113.0
hsa-miR-3613-3p	5	0	8	39	5	5	0	0	2	2	7	16	7	4	13	113.0
hsa-miR-3179	11	0	8	10	2	11	0	0	0	11	35	2	10	2	11	112.79999999999998
hsa-miR-202-3p	2	0	2	0	8	11	4	0	0	0	0	0	78	0	7	112.0
hsa-miR-2355-5p	5	0	6	20	2	3	16	0	0	10	6	35	7	2	0	112.0
hsa-miR-4660	3	3	0	5	9	14	0	0	0	0	0	5	50	0	22	111.0
hsa-miR-5001-3p	16	4	2	0	2	10	7	0	0	2	13	26	29	0	0	111.0
hsa-miR-4510	4	1	10	9	3	3	36	1	0	8	20	4	8	2	2	110.69999999999999
hsa-miR-3691-5p	26	6	6	4	4	3	10	2	0	0	11	5	24	2	7	110.0
hsa-miR-580-3p	3	10	0	0	2	23	2	2	3	0	21	22	18	2	2	110.0
hsa-miR-4437	0	5	0	0	0	4	12	2	4	2	0	4	49	0	28	110.0
hsv2-miR-H10	15	5	14	0	0	0	43	2	4	2	14	0	11	0	0	110.0
hsa-miR-496	11	12	2	11	6	9	0	0	0	11	2	7	36	3	0	110.0
hsa-miR-3611	6	4	4	2	2	2	13	0	0	2	7	47	16	0	3	108.0
hsa-miR-4781-3p	5	0	7	8	0	15	18	0	0	4	6	23	3	0	18	107.0
hsa-miR-6818-3p	7	3	3	4	14	12	15	0	0	2	0	18	13	2	14	107.0
hsa-miR-4533	19	3	4	5	15	16	2	2	0	18	0	3	19	0	0	106.0
hsa-miR-544b	0	0	0	6	0	0	0	0	0	0	0	49	44	6	0	105.0
hsa-miR-6513-5p	4	2	0	2	4	0	13	0	0	10	61	0	9	0	0	105.0
hsa-miR-3131	0	0	0	0	12	6	3	0	0	0	0	13	70	0	0	104.0
hsa-miR-362-3p	0	0	0	0	8	0	0	0	0	0	28	41	17	0	9	103.0
hsa-miR-6805-5p	5	5	4	5	6	14	20	0	0	4	19	2	12	0	7	103.0
hsa-miR-3918	11	5	0	0	12	3	18	2	0	0	5	0	19	0	27	102.0
hsa-miR-548u	3	4	3	3	6	11	4	2	2	4	11	32	12	0	4	101.0
hsa-miR-6862-5p	0	0	0	3	8	5	8	0	0	0	2	9	51	0	15	101.0
hsa-miR-7977	3	5	7	30	2	4	8	0	0	3	2	10	17	3	6	100.0
hsa-miR-3682-3p	18	0	0	0	7	13	28	0	0	4	2	10	15	0	3	100.0
hsa-miR-4707-3p	17	0	0	11	32	4	3	0	0	0	5	0	20	0	8	100.0
hsa-miR-3146	0	2	0	2	16	8	7	0	0	0	2	6	50	0	7	100.0
hsa-miR-4753-5p	13	0	0	0	8	2	5	2	0	4	7	38	8	0	13	100.0
hsa-miR-4479	7	6	0	0	0	2	13	0	0	2	4	35	21	2	8	100.0
hsa-miR-6735-5p	11	4	12	8	13	9	6	0	0	4	4	10	11	0	8	100.0
hsa-miR-4489	5	0	9	8	17	2	6	0	0	0	10	11	22	3	6	99.0
hsa-miR-3609	5	0	8	45	0	0	0	0	0	31	6	0	0	4	0	99.0
hsa-miR-301a-3p	11	0	6	5	3	15	4	0	0	8	19	2	18	0	6	97.0
hsa-miR-3155a	3	3	2	0	2	5	9	0	0	0	0	46	11	0	15	96.0
hsa-miR-1323	16	0	2	8	5	11	0	0	0	0	0	25	24	3	2	96.0
hsa-miR-5697	11	2	8	5	6	2	7	0	0	0	3	16	16	0	19	95.0
hsa-miR-4657	20	0	3	5	3	18	15	0	0	0	3	16	7	0	4	94.0
hsa-let-7c-3p	0	0	4	2	10	0	2	0	0	0	0	21	55	0	0	94.0
hsa-miR-6806-3p	11	0	0	8	4	22	8	0	0	3	16	7	13	0	2	94.0
hsa-miR-4999-5p	4	2	2	2	0	12	9	2	0	0	18	27	9	0	4	91.0
hsa-miR-16-1-3p	4	2	4	4	0	0	9	0	0	4	5	49	7	0	3	91.0
hsa-miR-3127-3p	0	0	14	10	11	14	0	0	0	2	0	14	12	4	9	90.0
hsa-miR-124-3p	0	15	0	2	0	6	7	0	0	0	0	18	39	0	2	89.01
hsa-miR-548ar-3p	10	0	0	2	8	4	2	0	0	4	7	44	8	0	0	89.0
hsa-miR-4672	3	0	2	4	14	0	16	0	0	0	7	5	33	0	4	88.0
hsa-miR-668-3p	8	0	7	22	4	7	0	0	2	3	0	3	29	0	3	88.0
hsa-miR-6761-5p	4	4	0	0	6	3	10	0	0	0	0	31	18	0	11	87.0
hsa-miR-556-5p	22	0	7	10	2	6	5	0	0	4	6	7	9	2	5	85.0
hsa-miR-4467	14	0	0	0	34	4	5	0	0	0	0	6	3	0	19	85.0
hsa-miR-4773	10	0	0	7	8	0	24	0	2	0	0	12	10	0	12	85.0
hsa-miR-4742-5p	0	0	0	12	10	20	6	0	0	4	6	18	0	0	9	85.0
hsa-miR-3939	13	0	2	0	7	18	4	0	0	0	4	23	5	2	7	85.0
hsa-miR-509-3p	0	6	0	4	4	7	0	0	0	4	0	0	54	0	5	84.0
hsa-miR-377-5p	7	13	6	9	7	4	0	0	0	13	4	7	10	0	3	83.0
hsa-miR-4503	13	2	2	0	5	11	2	0	0	0	0	30	7	0	11	83.0
hsa-miR-6813-5p	5	0	12	7	4	0	15	0	0	0	0	6	6	0	26	81.0
hsa-miR-487a-3p	0	4	10	2	14	5	0	0	0	19	0	9	16	2	0	81.0
hsa-miR-3944-5p	0	0	0	0	3	0	6	0	0	0	0	24	33	0	14	80.0
Hsa-Mir-4773_5p	0	0	2	0	9	5	19	0	0	0	0	39	4	0	2	80.0
hsa-miR-3128	8	0	2	0	7	2	4	0	0	2	31	21	2	0	0	79.0
hsa-miR-1295a	2	0	2	0	0	0	0	0	0	0	0	0	42	0	33	79.0
hsa-miR-4788	5	0	0	0	2	0	0	0	0	0	0	3	69	0	0	79.0
hsa-miR-3916	0	2	0	4	12	7	18	0	0	0	0	10	10	0	14	77.0
hsa-miR-3127-5p	12	0	4	0	10	8	13	0	0	2	0	2	22	0	3	76.0
hsa-miR-450a-1-3p	2	0	0	6	0	0	13	0	0	0	0	37	0	0	18	76.0
hsa-miR-146a-3p	0	0	18	27	6	7	0	0	0	0	0	0	3	12	3	76.0
hsa-miR-576-3p	16	0	0	0	11	0	13	0	0	0	0	16	12	0	8	76.0
hsa-miR-10401-3p	0	8	2	8	7	5	8	4	0	0	0	6	22	2	3	75.04
hsa-miR-664b-5p	17	0	0	2	0	9	4	0	2	9	4	0	9	3	16	75.0
hsa-miR-5187-5p	9	0	2	5	7	0	0	0	0	0	6	18	14	3	11	75.0
hsa-miR-3940-3p	0	0	6	0	3	11	10	0	0	0	11	18	13	0	2	74.0
hsa-miR-3121-3p	3	0	0	0	7	7	17	0	0	0	0	14	20	0	6	74.0
hsa-miR-154-5p	6	0	3	10	3	10	2	0	0	12	10	0	14	2	2	74.0
hsa-miR-5683	0	0	0	7	0	3	3	0	0	4	3	27	27	0	0	74.0
hsa-miR-1297	2	4	2	2	2	0	12	0	0	0	9	11	29	0	2	73.5
hsa-miR-1228-5p	9	0	2	15	9	0	0	0	2	3	0	12	21	0	0	73.0
hsa-miR-4487	10	2	3	0	0	0	13	2	2	0	0	19	6	0	16	73.0
hsa-miR-6511b-3p	9	10	6	2	0	11	5	0	0	0	0	10	19	0	0	72.0
hsa-miR-4449	7	0	9	18	0	2	6	0	0	0	0	10	16	0	4	72.0
hsa-miR-6837-5p	4	2	0	9	5	2	17	0	0	2	0	2	22	4	2	71.0
hsa-miR-3667-5p	0	0	0	2	0	2	0	0	0	0	0	30	17	0	20	71.0
hsa-miR-491-5p	0	7	3	11	6	5	2	0	0	0	0	19	0	0	18	71.0
hsa-miR-6793-5p	21	4	2	2	2	0	10	0	0	2	0	3	23	0	2	71.0
hsa-miR-6855-5p	0	0	0	3	3	0	5	0	0	4	27	6	2	0	20	70.0
hsa-miR-183-3p	0	0	4	6	0	2	9	0	0	0	13	8	22	0	6	70.0
hsa-miR-3065-5p	2	0	10	5	2	8	0	0	0	4	0	18	20	0	0	69.0
hsa-miR-380-5p	5	2	8	11	6	6	0	0	0	12	3	14	2	0	0	69.0
hsa-miR-643	0	9	6	0	2	5	4	0	0	0	7	8	17	2	9	69.0
hsa-miR-3188	12	0	2	9	7	2	0	0	0	2	0	0	35	0	0	69.0
hsa-miR-6716-3p	0	5	3	2	6	7	0	0	0	2	0	20	15	0	9	69.0
hsa-miR-6783-3p	10	3	2	0	0	10	2	0	0	3	3	29	3	0	4	69.0
hsa-miR-4466	0	2	0	0	4	0	4	0	2	0	0	0	57	0	0	69.0
hsa-miR-5584-5p	11	0	7	5	5	4	9	0	0	3	2	0	19	0	3	68.0
hsa-miR-378f	10	2	0	0	2	0	5	0	0	0	4	18	22	0	5	68.0
hsa-miR-550a-3p	0	0	7	22	0	7	12	0	0	2	7	4	7	0	0	67.95
hsa-miR-10393-3p	4	0	8	11	2	5	13	0	2	4	0	11	2	0	5	67.0
hsa-miR-329-5p	4	2	0	26	11	7	0	0	0	12	0	0	0	0	5	67.0
hsa-miR-181b-2-3p	0	2	0	0	2	0	9	0	0	0	10	26	16	2	0	67.0
hsa-miR-4686	0	0	12	0	3	0	3	0	0	0	0	11	35	2	0	66.0
hsa-miR-4637	6	0	2	0	2	10	5	0	0	2	17	8	10	2	2	66.0
hsa-miR-4750-5p	5	6	4	4	2	2	10	0	0	9	4	12	0	0	8	66.0
hsa-miR-3150b-5p	9	2	0	0	0	0	12	0	0	0	0	32	3	0	8	66.0
hsa-miR-197-5p	3	3	4	5	0	6	0	0	0	0	7	24	8	0	5	65.0
hsa-miR-6850-5p	11	2	4	2	9	5	14	0	0	2	4	5	7	0	0	65.0
hsa-miR-597-3p	8	0	2	2	12	3	7	0	2	6	4	0	17	0	2	65.0
hsa-miR-3920	8	0	0	5	0	3	0	0	0	5	3	8	23	0	9	64.0
hsa-miR-548q	10	3	0	2	7	0	8	0	0	0	0	12	12	0	10	64.0
hsa-miR-6511a-5p	8	6	0	2	11	4	11	0	0	0	2	0	20	0	0	64.0
hsa-miR-548t-5p	0	3	2	0	2	2	8	0	0	0	0	31	8	0	7	63.0
hsa-miR-3160-3p	0	0	0	0	2	0	18	0	0	0	2	12	29	0	0	63.0
hsa-miR-1910-5p	2	0	2	0	7	13	7	2	0	0	0	15	12	0	3	63.0
hsa-miR-5581-3p	3	5	0	2	2	4	7	0	0	0	0	12	8	0	20	63.0
hsa-miR-676-5p	0	0	0	0	0	0	0	0	0	0	0	3	54	0	5	62.0
hsa-miR-512-3p	0	0	0	0	8	0	0	2	0	0	0	7	40	0	4	61.0
hsa-miR-3202	18	0	3	0	10	3	2	0	0	2	4	0	11	0	8	61.0
hsa-miR-1229-3p	0	0	5	8	0	12	3	0	0	2	0	10	16	0	5	61.0
hsa-miR-3677-3p	2	0	0	0	2	0	3	0	0	0	3	13	35	0	2	60.0
hsa-miR-6884-5p	13	0	2	0	3	9	9	0	0	2	17	0	3	0	2	60.0
hsa-miR-1276	12	4	0	0	3	2	4	0	0	2	2	9	19	0	3	60.0
hsa-miR-539-5p	2	0	3	12	4	9	0	0	0	19	2	0	0	0	9	60.0
hsa-miR-4775	0	0	3	3	3	8	5	0	0	2	9	19	8	0	0	60.0
hsa-miR-3136-5p	0	0	0	2	3	5	4	0	0	0	9	25	11	0	0	59.0
hsa-miR-4743-5p	22	9	3	0	3	0	5	0	0	0	0	0	12	0	5	59.0
hsa-miR-6500-3p	13	5	2	0	4	0	0	0	0	0	0	3	28	0	4	59.0
hsa-miR-4797-3p	0	2	2	0	10	0	6	0	0	0	4	26	0	0	9	59.0
hsa-miR-3198	11	4	6	2	0	4	4	0	0	9	8	0	6	2	2	58.0
hsa-miR-323a-5p	12	2	2	0	4	3	2	0	0	8	0	0	21	4	0	58.0
hsa-miR-379-3p	2	2	2	12	4	6	0	0	0	5	6	11	8	0	0	58.0
hsa-miR-370-5p	4	2	2	12	6	8	0	0	0	12	2	0	9	0	0	57.0
hsa-miR-3200-5p	2	0	0	2	0	7	3	0	0	0	32	5	2	3	0	56.0
hsa-miR-5001-5p	8	0	4	0	0	13	9	0	0	0	0	6	10	0	6	56.0
hsa-miR-589-3p	0	7	4	5	6	0	7	0	0	2	0	11	13	0	0	55.0
hsa-miR-4688	10	0	0	0	10	0	2	0	0	5	2	10	3	2	11	55.0
hsa-miR-665	12	2	6	3	0	2	8	0	0	2	0	9	8	0	3	55.0
hsa-miR-4513	0	34	2	0	2	0	0	0	0	0	0	0	0	0	17	55.0
hsa-miR-6891-5p	7	3	0	2	2	0	0	0	0	0	0	0	37	0	4	55.0
hsa-miR-4521	0	3	0	0	5	6	4	0	0	4	2	12	13	3	2	54.0
hsa-miR-5582-3p	8	0	0	2	6	4	0	0	0	2	2	28	2	0	0	54.0
hsa-miR-3074-3p	15	2	0	6	0	14	0	0	0	4	0	6	0	0	6	53.0
hsa-miR-365a-5p	0	0	0	0	2	0	0	0	2	0	0	0	49	0	0	53.0
hsa-miR-219a-2-3p	3	2	0	0	2	0	0	0	0	0	0	3	43	0	0	53.0
hsa-miR-4286	0	0	0	19	0	0	9	0	0	2	2	8	4	2	6	52.0
hsa-miR-299-3p	0	4	0	9	3	8	0	0	0	5	2	7	14	0	0	52.0
hsa-miR-708-5p	12	0	0	0	2	0	0	0	0	0	2	7	16	0	13	52.0
hsa-miR-6750-5p	6	0	2	3	0	4	7	0	0	2	12	3	13	0	0	52.0
hsa-miR-301b-3p	0	0	5	11	3	11	4	0	0	7	0	0	7	0	3	51.0
hsa-miR-6734-5p	2	0	2	3	2	4	0	0	0	0	22	12	4	0	0	51.0
hsa-miR-135a-3p	9	0	0	4	0	3	2	0	0	11	0	10	9	0	3	51.0
hsa-miR-4785	0	0	0	0	0	0	11	0	0	0	3	28	6	0	3	51.0
hsa-miR-4767	5	0	0	0	0	0	0	0	0	0	0	29	12	0	5	51.0
hsa-miR-6733-5p	0	0	0	0	0	0	10	0	0	0	0	21	8	0	11	50.0
hsa-miR-7155-3p	6	0	0	0	3	2	16	0	2	0	5	7	2	0	7	50.0
hsa-miR-561-5p	0	2	0	0	4	0	2	0	0	0	6	19	16	0	0	49.0
hsa-miR-1303	9	0	0	0	9	12	0	0	0	0	7	10	0	2	0	49.0
hsa-miR-769-3p	7	2	0	2	0	6	4	0	0	0	2	6	20	0	0	49.0
hsa-miR-216a-3p	2	0	0	0	0	0	0	0	0	0	0	0	47	0	0	49.0
hsa-miR-4745-5p	2	2	0	0	2	5	0	0	0	0	0	0	38	0	0	49.0
hsa-miR-579-3p	10	0	0	3	6	0	0	0	0	0	3	20	0	0	6	48.0
hsa-miR-1289	0	0	0	0	6	0	8	0	0	2	15	16	0	0	0	47.0
hsa-miR-616-5p	0	0	2	7	0	2	6	0	0	0	2	13	4	0	11	47.0
hsa-miR-2276-3p	8	5	2	0	0	2	0	0	0	0	0	5	21	0	4	47.0
hsa-miR-655-3p	0	9	0	0	0	0	0	0	0	12	10	9	6	0	0	46.0
hsa-miR-3942-5p	0	2	0	0	2	0	0	0	0	0	0	16	15	0	11	46.0
hsa-miR-500a-5p	2	3	2	4	8	10	0	0	0	0	5	0	6	0	8	46.0
hsa-miR-182-3p	5	0	0	0	2	0	9	0	0	0	14	11	4	0	0	45.0
hsa-miR-4754	0	2	0	0	0	6	4	0	0	0	6	2	5	2	18	45.0
hsa-miR-1298-5p	17	2	2	5	0	6	3	0	0	0	0	4	2	0	4	45.0
hsa-miR-4647	7	0	0	0	0	2	7	0	0	0	0	0	20	0	8	44.0
hsa-miR-26a-1-3p	0	6	0	4	6	5	0	0	0	6	0	6	2	4	5	44.0
hsa-miR-4659b-5p	2	2	5	0	9	4	0	0	0	0	2	13	7	0	0	44.0
hsa-miR-3140-5p	5	2	0	0	0	0	0	0	0	0	0	28	9	0	0	44.0
hsa-miR-6505-5p	7	0	4	7	11	0	0	0	0	0	5	8	2	0	0	44.0
hsa-miR-3661	0	0	0	3	8	0	2	0	0	5	3	10	0	2	11	44.0
hsa-miR-4734	8	0	3	0	0	3	6	0	0	0	0	3	12	0	9	44.0
hsa-miR-516b-5p	0	0	2	2	0	2	0	0	0	5	0	12	20	0	0	43.0
hsa-miR-4536-5p	0	4	0	0	0	2	3	0	0	3	2	5	12	0	12	43.0
hsa-miR-5701	5	0	0	0	0	0	0	0	0	16	22	0	0	0	0	42.959999999999994
hsa-miR-378e	3	0	0	0	3	0	6	0	0	0	4	9	7	0	10	42.8
hsa-miR-552-3p	10	2	8	7	0	0	0	0	0	3	2	3	0	4	3	42.0
hsa-miR-6729-5p	11	2	0	0	7	2	2	0	0	2	5	0	4	0	7	42.0
hsa-miR-7705	0	3	0	0	6	5	3	0	0	0	6	17	0	0	2	42.0
hsa-miR-6855-3p	12	0	2	2	0	0	0	0	2	0	0	4	14	0	5	41.0
hsa-miR-2277-3p	7	4	0	3	0	0	2	0	0	3	2	16	2	0	2	41.0
hsa-miR-4762-3p	4	0	2	0	12	5	2	0	0	2	8	0	2	0	4	41.0
hsa-miR-7151-3p	7	0	0	6	0	0	0	0	0	0	3	0	13	0	12	41.0
hsa-miR-4757-3p	0	4	2	0	0	0	0	4	0	0	0	23	4	0	4	41.0
hsa-miR-520a-3p	0	0	0	0	2	5	0	0	0	0	0	4	21	0	8	40.0
hsa-miR-7110-3p	10	2	5	2	0	14	0	0	0	0	0	0	2	2	3	40.0
hsa-miR-451b	2	0	2	0	0	0	7	0	0	0	10	15	4	0	0	40.0
hsa-miR-541-3p	2	4	0	0	3	4	0	0	0	4	2	8	6	0	7	40.0
hsa-miR-3117-3p	0	0	0	0	0	16	2	0	0	0	11	0	11	0	0	40.0
hsa-miR-4687-3p	0	0	0	2	3	0	0	0	0	0	0	10	22	0	2	39.0
hsa-miR-4683	0	0	7	2	11	4	0	0	0	0	0	0	6	0	9	39.0
hsa-miR-6807-5p	6	0	3	0	5	0	3	0	0	0	0	0	20	0	2	39.0
hsa-miR-4638-5p	0	0	2	6	0	2	13	0	0	5	3	0	2	0	6	39.0
hsa-miR-3651	0	0	5	7	0	0	11	0	0	4	2	3	5	2	0	39.0
hsa-miR-219b-5p	8	2	0	2	0	7	0	0	0	0	2	3	3	0	12	39.0
hsa-miR-6755-5p	0	0	0	6	6	3	0	0	0	2	8	9	0	0	4	38.0
hsa-miR-3122	0	6	3	0	3	5	10	0	0	0	0	7	4	0	0	38.0
hsa-miR-514a-3p	0	0	0	0	4	2	5	0	0	0	0	18	5	0	4	38.0
hsa-miR-6820-5p	0	0	5	0	2	0	3	0	0	2	0	5	17	0	4	38.0
hsa-miR-542-5p	5	2	0	0	0	0	5	2	0	0	0	9	5	0	10	38.0
hsa-miR-186-3p	0	0	0	0	0	7	0	0	0	0	3	11	10	0	7	38.0
hsa-miR-4498	0	4	6	10	0	6	2	0	0	0	5	0	2	2	0	37.0
Hsa-Mir-599_5p	0	0	2	0	7	6	0	0	0	0	4	4	14	0	0	37.0
hsa-miR-1228-3p	0	2	0	0	2	7	0	0	0	0	0	0	20	0	5	36.0
hsa-miR-4654	4	3	0	2	4	0	5	0	0	4	2	6	2	0	4	36.0
hsa-miR-455-3p	0	0	0	2	0	0	0	0	0	0	12	4	15	0	3	36.0
hsa-miR-1908-3p	0	0	2	12	4	0	3	0	0	0	0	0	10	0	5	36.0
hsa-miR-548e-5p	0	3	0	0	6	3	3	0	0	0	4	9	4	0	4	36.0
hsa-miR-2116-3p	0	0	2	0	3	6	0	0	0	0	0	0	25	0	0	36.0
hsa-miR-3680-3p	0	0	0	0	3	0	2	0	0	0	0	5	23	0	3	36.0
hsa-miR-590-5p	0	0	0	0	2	0	0	0	0	0	5	23	6	0	0	36.0
hsa-miR-2278	9	0	0	4	0	6	2	0	0	0	0	12	0	0	3	36.0
hsa-miR-4448	0	0	2	7	12	0	2	0	3	2	0	0	4	0	4	36.0
hsa-miR-4729	0	0	0	0	0	0	2	0	0	0	0	14	20	0	0	36.0
hsa-miR-7844-5p	7	2	0	4	0	2	0	0	0	0	0	9	3	0	8	35.0
hsa-miR-3614-3p	0	3	2	2	0	0	9	0	0	0	0	9	4	0	6	35.0
hsa-miR-6781-5p	6	4	0	0	4	0	8	0	0	0	2	2	8	0	0	34.0
hsa-miR-5003-3p	9	5	2	0	2	5	0	0	0	0	6	0	5	0	0	34.0
hsa-miR-3161	0	0	0	0	0	0	0	0	0	0	2	0	3	0	29	34.0
hsa-miR-940	6	3	0	5	0	6	10	0	0	4	0	0	0	0	0	34.0
hsa-miR-4714-5p	7	2	0	0	0	0	3	0	0	0	2	12	6	0	2	34.0
hsa-miR-3617-5p	2	2	4	7	0	0	0	0	0	5	3	11	0	0	0	34.0
hsa-miR-6767-5p	2	0	0	0	3	0	4	0	0	5	8	0	3	2	6	33.0
hsa-miR-6780a-5p	0	0	0	0	0	2	0	0	0	0	27	2	0	0	2	33.0
hsa-miR-3192-5p	9	0	2	3	0	5	9	0	0	0	2	0	0	0	3	33.0
hsa-miR-6783-5p	2	2	3	5	0	0	2	0	0	0	9	8	2	0	0	33.0
hsa-miR-7855-5p	4	0	5	2	0	3	0	0	0	2	0	15	0	0	2	33.0
hsa-miR-3150a-3p	0	6	1	0	0	6	3	0	0	0	0	3	9	2	3	32.5
