name	SRX3848837	SRX3848836	SRX3848835	SRX3848834	SRX3848833	SRX3848832	SRX3848831	SRX3848830	SRX3848839	SRX3848838	SRX3848843	SRX3848840	SRX3848841	SRX3848846	SRX3848847	SRX3848844	SRX3848845	SRX3848848	SRX3848849	SRX3848792	SRX3848793	SRX3848790	SRX3848791	SRX3848796	SRX3848797	SRX3848794	SRX3848795	SRX3848798	SRX3848799	SRX3848851	SRX3848850	SRX3848853	SRX3848852	SRX3848855	SRX3848854	SRX3848857	SRX3848856	SRX3848859	SRX3848858	SRX3848781	SRX3848780	SRX3848783	SRX3848782	SRX3848785	SRX3848784	SRX3848787	SRX3848786	SRX3848789	SRX3848788	SRX3848864	SRX3848865	SRX3848866	SRX3848867	SRX3848860	SRX3848861	SRX3848862	SRX3848863	SRX3848868	SRX3848869	SRX3848883	SRX3848880	SRX3848881	SRX3848879	SRX3848878	SRX3848873	SRX3848872	SRX3848871	SRX3848870	SRX3848877	SRX3848876	SRX3848875	SRX3848874	SRX3848808	SRX3848809	SRX3848806	SRX3848807	SRX3848804	SRX3848805	SRX3848803	SRX3848800	SRX3848801	SRX3848819	SRX3848818	SRX3848815	SRX3848814	SRX3848817	SRX3848816	SRX3848811	SRX3848810	SRX3848813	SRX3848812	SRX3848820	SRX3848821	SRX3848822	SRX3848823	SRX3848824	SRX3848825	SRX3848826	SRX3848827	SRX3848828	SRX3848829
hsa-miR-33a-3p	9	9	5	0	3	0	17	77	17	0	0	21	0	0	0	0	0	0	0	4	6	0	0	16	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	25	40	13	2	14	34	21	118	17	0	0	0	0	0	0	0	0	0	0	3	10	0	0	0	3	0	0	0	11	3	0	2	13	44	2	0	0	0	0	5	10	5	0	0	0	5	15	0	0	0	0	13	27	0	6	2	59	0	2	152	0	870.0
hsa-miR-512-5p	4	0	0	0	0	5	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	15	8	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	51	82	10	234	94	88	80	91	0	0	0	4	3	4	0	0	2	0	0	3	3	0	0	0	8	0	2	0	0	0	0	0	0	17	0	3	0	0	0	4	2	0	0	0	6	4	0	0	0	0	6	2	0	0	0	0	0	0	4	0	865.0
hsa-miR-6791-3p	6	7	2	0	0	0	43	82	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	13	35	15	0	6	8	31	28	2	0	0	0	0	0	0	0	0	0	0	5	4	2	0	0	0	0	0	0	2	3	4	4	5	35	44	8	0	2	0	12	61	49	7	9	0	15	12	12	0	0	39	74	13	0	6	0	24	0	5	124	0	864.0
hsa-miR-371b-5p	30	4	9	0	2	2	2	14	15	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4	20	18	0	0	15	135	16	39	5	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	23	0	0	2	0	2	0	0	6	21	33	4	15	19	0	66	17	37	8	0	0	48	53	0	0	0	0	31	2	0	17	6	23	0	35	35	0	851.0
hsa-miR-217-5p	0	0	0	0	0	2	10	2	0	10	2	0	0	0	0	0	0	0	0	2	0	0	5	7	0	0	0	8	0	0	0	0	0	0	0	0	8	2	0	4	2	34	6	7	139	11	17	13	86	0	0	31	3	0	2	0	0	30	22	2	2	0	0	2	0	0	10	13	7	9	6	34	59	4	19	0	37	4	0	11	0	34	4	4	0	17	24	7	2	0	0	7	4	0	17	7	9	0	2	14	11	847.0
hsa-miR-186-3p	14	15	3	0	9	7	11	60	16	3	0	15	0	0	0	3	0	0	0	0	2	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	10	7	8	34	6	61	14	0	0	0	5	0	4	0	0	4	0	2	8	0	2	11	0	0	0	0	7	6	5	0	13	55	24	17	8	4	0	15	11	21	0	11	0	2	12	11	0	0	10	19	44	0	6	3	53	0	6	114	0	846.0
hsa-miR-190a-3p	0	0	0	0	0	0	4	133	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	15	16	9	0	9	21	13	29	14	0	0	13	6	0	0	0	0	14	8	3	2	5	0	26	21	14	0	18	23	5	0	2	0	22	58	0	0	0	4	0	11	24	0	0	0	10	28	0	0	0	0	26	34	0	2	18	31	0	0	127	2	830.0
hsa-miR-3688-3p	2	0	0	0	0	0	14	43	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	47	20	0	73	18	43	31	144	0	0	0	0	0	0	0	0	0	0	0	3	0	0	76	0	0	0	0	17	0	0	0	6	10	34	5	8	2	0	4	8	26	0	2	0	18	47	2	0	0	0	29	4	0	4	0	30	0	2	50	0	828.0
hsa-miR-6813-5p	15	6	0	0	3	0	59	39	3	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	27	11	0	6	19	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	2	0	0	17	33	31	6	3	8	0	24	77	38	10	8	0	20	29	10	0	0	47	71	2	0	7	0	45	0	5	81	0	827.0
hsa-miR-4435	0	0	0	0	0	0	71	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	19	14	3	14	7	15	73	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	3	0	30	40	4	0	2	0	10	50	19	2	2	0	15	2	6	0	0	13	58	7	0	5	0	83	0	2	149	0	825.0
hsa-miR-758-5p	0	0	0	0	0	0	8	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	23	35	62	6	6	37	30	384	6	0	0	0	0	0	0	0	0	0	0	5	5	2	0	0	3	0	0	0	13	4	0	0	0	53	13	0	0	0	0	0	6	3	0	0	0	4	0	0	0	0	0	21	3	0	0	0	15	0	0	31	0	824.0
hsa-miR-183-3p	10	0	0	0	0	0	9	40	0	0	0	10	0	0	0	0	0	0	0	3	2	0	0	19	0	4	2	0	0	0	0	0	0	7	0	13	2	2	4	0	0	26	2	0	26	13	7	3	12	0	0	0	4	0	0	14	0	0	0	4	0	0	0	2	2	0	0	0	0	0	0	7	63	0	142	5	36	5	0	24	7	60	0	2	0	19	51	4	0	0	0	59	14	0	35	0	10	6	0	31	2	824.0
hsa-miR-5187-5p	5	7	6	3	10	11	56	53	16	6	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	8	41	18	0	11	10	11	51	4	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	5	0	0	0	20	30	18	12	2	2	0	22	59	15	4	18	2	6	4	29	0	0	4	49	7	0	5	0	66	0	3	78	0	809.0
hsa-miR-103b	19	8	0	9	10	106	2	0	12	321	0	11	0	0	0	0	0	0	0	0	0	3	2	0	0	7	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	54	0	0	3	3	4	7	11	0	0	0	0	0	19	0	0	0	0	4	0	6	18	6	2	2	20	0	0	6	3	0	0	4	24	0	0	2	3	0	0	7	46	0	4	0	0	19	804.0
hsa-miR-2115-5p	10	3	3	3	0	0	0	31	13	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	29	10	0	18	103	31	33	11	0	0	0	0	0	2	0	0	0	0	2	0	0	0	10	8	0	0	0	0	2	0	2	30	20	7	16	102	63	0	79	2	7	7	10	0	13	15	23	0	0	0	8	0	0	20	0	11	0	13	11	0	804.0
hsa-miR-4738-3p	5	6	0	0	2	0	33	29	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	2	30	4	2	21	2	7	36	8	0	0	0	0	0	0	3	0	0	0	0	5	0	0	8	0	2	0	0	10	3	0	0	37	46	35	9	2	2	0	8	38	55	5	8	0	12	31	19	0	0	77	67	4	0	3	0	40	3	2	70	0	801.0
hsa-miR-524-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	2	0	0	17	0	0	4	3	38	38	3	445	23	37	53	37	18	0	0	0	7	32	14	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	797.0
hsa-miR-548i	122	40	78	51	107	55	0	0	33	17	0	186	9	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	2	4	2	0	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	2	0	0	0	20	4	0	0	2	0	5	0	5	2	13	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	11	0	0	0	0	793.0
hsa-miR-1251-5p	0	4	0	0	0	2	0	3	2	0	0	4	0	0	0	0	0	0	0	15	44	15	38	268	84	147	21	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	0	0	4	0	0	4	0	0	7	5	0	0	8	0	7	6	20	5	0	4	0	0	3	2	4	2	8	0	2	0	0	4	0	3	0	0	0	0	0	0	0	0	3	2	0	2	0	0	2	0	0	0	14	0	0	0	8	5	792.0
hsa-miR-4701-5p	0	4	0	0	0	0	49	63	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	51	33	3	10	4	23	73	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	43	17	2	0	3	0	6	44	32	0	4	0	2	20	15	0	0	3	47	14	0	5	0	45	0	4	130	6	787.0
hsa-miR-1298-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	112	0	0	3	0	168	48	0	0	0	0	16	0	98	91	149	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	0	11	785.0
hsa-miR-4772-5p	7	3	0	0	0	0	3	34	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	19	14	10	0	17	97	12	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	45	37	4	9	8	0	43	9	13	3	6	0	27	43	0	0	0	0	33	10	0	2	0	104	0	34	107	0	783.0
hsa-miR-544a	0	0	0	0	0	0	3	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	6	43	29	58	7	16	167	43	92	56	0	0	0	2	0	0	0	0	0	0	2	3	0	0	3	8	0	0	0	11	3	0	2	0	54	11	0	0	0	0	0	2	6	0	0	0	16	6	0	0	0	0	24	17	0	0	0	6	0	0	29	0	772.0
hsa-miR-526b-5p	2	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	3	5	46	58	13	388	30	69	75	46	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0	0	0	4	4	0	0	0	0	0	0	0	2	0	771.67
hsa-miR-1180-5p	9	12	5	13	13	8	2	2	17	0	0	32	3	0	0	0	0	0	0	0	2	0	0	0	0	3	0	3	2	6	0	0	0	12	2	13	11	28	13	0	5	8	0	0	39	4	3	11	7	9	0	0	4	4	26	18	0	0	0	88	38	10	8	6	9	8	0	0	18	34	25	27	0	0	20	4	15	3	0	5	0	2	0	0	0	6	24	6	2	0	2	0	0	0	26	0	0	5	2	17	0	759.0
hsa-miR-6741-5p	0	0	0	0	0	0	24	49	0	0	0	0	0	0	0	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	41	19	0	23	11	12	24	22	0	0	0	0	0	0	0	0	0	0	4	6	3	0	6	3	0	0	2	7	2	10	13	0	21	31	7	3	0	0	5	42	34	5	11	0	8	16	33	0	0	52	51	3	0	2	0	48	0	3	88	0	754.0
hsa-miR-6515-5p	0	5	0	3	0	0	26	66	4	2	0	3	0	0	2	0	0	0	0	0	8	0	0	0	0	6	3	0	2	0	0	0	0	0	0	2	0	0	3	2	4	31	20	7	7	4	17	53	12	0	0	0	0	0	0	0	0	2	0	5	4	2	0	2	0	0	0	2	2	5	0	2	8	35	14	0	4	4	0	10	39	41	8	6	0	10	12	18	0	0	17	42	7	0	2	3	54	0	8	91	0	751.0
hsa-miR-770-5p	0	0	0	0	0	0	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	8	0	3	2	2	14	0	28	55	69	0	26	12	25	162	21	6	0	6	2	0	12	14	2	0	0	21	25	5	0	8	10	2	0	3	47	17	20	12	2	7	12	0	2	0	0	4	11	3	0	0	0	2	4	0	0	0	0	31	2	0	0	2	3	0	2	7	0	747.0
hsa-miR-4636	107	61	12	22	19	18	2	5	19	7	0	55	19	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	44	0	37	2	27	22	2	0	0	0	0	3	2	2	0	5	0	0	0	2	0	0	7	0	2	0	4	18	0	0	13	2	0	0	0	25	18	20	5	0	19	5	0	0	0	0	0	4	7	0	0	0	14	23	0	0	0	0	6	0	0	5	0	32	0	8	11	0	744.0
hsa-miR-6815-5p	0	0	0	0	0	0	26	15	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	2	0	8	79	13	2	80	14	19	17	77	0	0	2	0	2	0	7	0	0	0	2	3	0	0	25	2	2	0	2	18	6	0	2	9	5	43	4	2	0	0	4	13	47	2	6	0	4	75	13	0	0	2	31	4	0	8	0	9	0	11	5	0	732.0
hsa-miR-4676-5p	3	0	0	0	0	0	34	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	4	0	17	48	23	0	18	31	14	61	12	0	0	2	0	0	2	5	0	0	0	0	0	0	0	3	4	0	0	0	0	2	0	3	10	21	9	14	7	0	0	13	29	32	0	2	0	2	35	5	0	0	12	40	5	0	6	2	21	3	14	84	0	730.0
hsa-miR-3064-5p	8	0	0	0	7	0	16	58	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	5	14	38	16	0	18	5	23	36	11	0	0	7	0	0	0	0	0	0	0	4	3	3	0	5	0	0	0	0	5	5	9	3	7	32	15	3	0	6	0	16	39	19	2	3	2	5	11	14	0	0	21	47	7	0	0	0	47	0	3	116	0	730.0
hsa-miR-659-5p	30	10	4	0	9	2	5	44	2	9	0	19	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	6	5	0	26	0	9	20	18	0	0	0	0	0	0	2	0	3	0	15	11	0	0	17	6	0	0	0	11	3	4	3	11	59	23	17	26	2	0	14	17	20	4	7	0	10	12	13	0	0	8	32	4	0	2	0	64	0	0	78	0	729.0
hsa-miR-937-3p	10	5	0	0	0	0	16	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	29	0	13	2	20	14	0	0	18	15	0	22	6	22	5	7	0	0	4	0	4	0	14	3	0	0	15	28	2	0	7	8	0	0	0	13	10	15	6	18	2	89	6	4	0	0	20	22	46	2	0	0	22	43	4	0	0	14	40	0	0	10	0	15	0	2	17	0	727.0
hsa-miR-128-1-5p	18	2	0	0	0	0	28	48	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	16	38	20	0	25	16	24	28	10	0	0	0	9	0	0	0	0	0	0	6	13	3	0	6	0	0	0	0	14	5	7	10	9	31	13	7	7	2	0	14	52	22	6	6	0	4	2	3	0	0	24	23	13	0	4	0	31	0	2	85	0	718.0
hsa-miR-580-3p	9	9	4	0	3	0	15	69	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	2	0	0	0	6	14	13	0	11	15	14	49	3	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	4	0	0	0	0	0	21	60	19	12	4	0	0	4	25	22	2	2	0	9	26	0	0	0	0	46	5	0	7	0	55	0	3	119	3	717.0
hsa-miR-6516-5p	3	0	0	0	2	2	30	56	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	18	34	29	0	4	14	18	105	11	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	3	2	0	0	0	68	9	7	0	0	0	8	35	2	0	0	0	0	13	0	0	0	0	21	16	0	0	0	47	0	0	146	0	717.0
hsa-miR-1538	2	0	0	0	0	0	36	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	11	7	0	18	0	10	18	2	0	0	0	0	0	0	0	0	0	2	3	2	0	0	0	5	0	0	0	2	2	7	0	23	13	83	10	10	2	0	20	37	39	3	2	0	15	24	29	0	0	57	92	11	0	2	0	16	0	2	47	0	711.0
hsa-miR-6877-5p	5	0	0	0	2	0	39	44	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14	64	33	0	43	12	46	44	23	0	0	0	0	0	0	3	0	0	0	7	6	0	0	3	0	0	0	0	6	0	4	6	18	14	20	4	0	0	0	2	41	23	0	3	0	6	10	0	0	0	12	34	2	0	0	0	28	0	6	67	0	708.0
hsa-miR-3180-3p	0	0	0	2	0	0	2	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	8	18	3	0	18	2	6	4	2	2	0	0	0	0	2	0	0	0	0	84	73	23	11	12	46	2	0	0	58	59	90	72	0	7	9	7	3	2	0	5	11	8	0	3	0	0	7	5	0	0	3	8	0	0	2	0	2	0	0	9	0	701.25
hsa-miR-4511	4	0	2	0	0	0	14	32	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	7	51	17	2	36	11	38	52	46	0	0	0	0	0	0	0	0	0	0	0	0	3	0	20	0	0	0	0	14	0	2	0	11	28	38	2	9	0	0	22	36	53	2	2	2	9	11	8	0	0	0	40	0	0	0	0	32	0	2	34	0	696.0
hsa-miR-1264	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	75	112	0	0	0	0	143	46	0	0	0	0	5	0	68	57	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	4	695.0
hsa-miR-4676-3p	0	0	0	0	2	0	22	33	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	14	28	14	2	21	27	34	32	10	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	4	0	0	0	5	2	0	3	0	41	24	4	10	4	0	35	21	25	11	0	0	2	13	9	0	0	0	12	8	0	2	0	68	0	2	141	0	694.0
hsa-miR-512-3p	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	55	70	2	252	27	58	119	41	0	0	3	0	0	0	14	0	0	0	0	2	0	0	0	0	3	0	4	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679.0
hsa-miR-3196	3	0	0	0	0	0	11	50	3	0	2	4	2	0	6	0	2	2	0	2	2	0	10	7	5	0	0	0	0	2	0	0	0	17	2	3	9	9	14	0	12	13	7	0	2	13	26	12	0	4	0	2	0	0	22	8	5	0	0	2	5	0	2	10	5	3	0	0	6	6	11	4	13	25	23	8	12	5	3	13	12	27	2	7	0	6	22	20	5	0	8	44	4	0	2	0	13	4	13	39	0	677.0
hsa-miR-370-5p	0	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	13	0	4	6	0	48	72	66	0	10	45	77	107	3	0	0	0	6	0	0	8	0	0	0	17	9	3	0	5	0	0	0	0	15	14	5	12	0	11	29	2	0	0	0	0	0	7	0	4	0	0	2	0	0	0	0	22	0	0	0	0	9	0	0	16	0	673.0
hsa-miR-23c	28	13	4	7	3	19	6	23	9	100	1	30	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	0	0	0	0	6	0	8	0	2	4	3	1	10	10	2	34	6	12	30	18	0	0	4	5	1	0	3	0	4	0	1	7	0	4	4	7	0	0	3	5	2	0	0	8	24	15	0	1	1	0	5	10	13	0	0	3	11	15	0	0	0	4	12	8	0	2	2	32	0	2	67	0	672.8600000000001
hsa-miR-4785	18	4	0	0	9	0	10	40	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	20	12	0	18	30	28	45	17	2	0	0	11	0	0	0	0	0	0	6	4	0	0	7	2	3	0	0	6	4	0	2	10	75	15	8	10	0	0	3	10	18	0	6	0	6	18	6	0	0	0	15	4	0	2	0	53	0	2	87	0	669.0
hsa-miR-380-5p	0	0	0	0	0	0	20	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	2	0	2	5	36	31	51	6	0	48	42	179	8	0	0	0	0	0	0	0	0	6	0	2	0	6	0	3	0	0	0	5	2	0	2	0	0	44	17	0	0	0	0	2	6	0	0	0	0	0	0	4	0	0	11	38	0	0	0	0	20	0	2	27	3	666.0
hsa-miR-524-5p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	58	72	8	202	66	55	125	38	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	662.0
hsa-miR-3140-3p	15	4	0	2	0	3	18	32	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	39	28	0	25	24	25	50	32	0	0	0	0	0	0	0	0	0	0	0	6	0	0	13	3	0	0	0	2	0	0	3	33	35	17	0	2	7	0	4	28	20	0	2	0	10	20	0	0	0	3	19	4	0	9	0	39	0	4	52	0	658.0
hsa-miR-1226-3p	2	0	0	0	0	2	32	7	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	10	0	8	8	0	24	41	35	0	60	5	30	28	28	0	0	3	0	0	2	8	0	2	0	8	0	4	2	0	0	0	0	0	3	0	9	0	23	15	11	2	2	0	0	4	29	33	0	2	2	3	22	0	0	0	2	28	10	0	4	0	23	2	2	55	0	648.0
hsa-miR-514b-3p	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	8	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	48	3	0	96	17	0	0	0	349	35	24	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	639.0
hsa-miR-365a-5p	2	0	0	0	0	0	0	0	0	0	2	0	2	0	0	6	0	0	0	0	3	2	3	6	0	2	0	0	0	0	0	0	0	31	0	45	21	40	36	0	0	0	2	0	21	2	0	2	13	7	0	3	2	10	7	44	3	0	0	38	43	10	0	8	17	0	0	0	59	29	33	33	0	0	0	0	0	0	0	0	2	2	0	2	0	2	18	0	0	0	0	4	0	0	0	2	5	2	3	0	4	633.0
hsa-miR-5189-3p	0	0	0	0	0	0	26	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	6	50	15	0	20	4	29	68	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	35	77	26	4	7	8	0	2	0	19	2	0	0	3	19	15	0	0	7	27	0	0	0	0	111	0	2	9	0	628.0
hsa-miR-1275	16	0	5	5	7	2	0	29	35	0	4	28	2	0	0	6	0	4	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	10	9	0	4	7	2	0	2	18	5	0	21	0	2	50	6	0	0	0	0	0	4	0	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	24	0	0	0	17	3	0	0	0	0	0	7	0	0	9	6	0	0	2	0	127	0	0	64	0	623.0
hsa-miR-502-5p	17	10	5	4	4	0	5	34	26	4	2	40	5	0	0	0	0	0	0	0	2	0	0	6	0	2	0	0	0	0	0	0	0	2	0	10	5	8	3	0	4	13	12	0	38	4	19	33	34	0	0	0	0	2	0	7	0	0	0	4	2	0	0	15	0	2	0	6	8	0	8	2	23	17	5	6	14	0	0	8	18	14	0	0	2	0	10	4	2	0	0	12	4	0	2	0	17	11	3	44	0	623.0
hsa-miR-548a-3p	0	2	0	0	0	0	2	52	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	8	13	0	4	10	4	86	6	0	0	0	0	0	0	0	0	0	0	3	6	0	0	11	0	0	2	0	7	8	4	16	15	37	10	21	4	0	0	7	7	8	0	0	0	0	5	4	0	0	0	4	18	0	10	0	35	0	0	161	0	622.96
hsa-miR-4449	4	0	0	0	0	0	23	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	5	4	0	5	0	0	0	8	5	0	6	2	2	0	0	2	0	0	0	0	0	0	0	8	0	24	36	36	4	8	20	0	0	0	31	12	53	67	23	5	34	14	4	0	0	8	7	15	2	2	0	9	8	11	0	0	14	40	3	0	0	0	11	0	8	12	0	617.0
hsa-miR-433-5p	0	0	0	0	0	0	5	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	30	0	48	2	18	23	0	38	50	62	4	13	10	59	79	5	0	0	3	0	4	3	19	0	0	4	0	3	0	0	0	0	0	0	0	3	0	2	0	0	30	12	0	2	0	0	0	3	2	0	0	0	7	4	0	0	0	0	15	7	0	0	0	21	0	0	9	0	616.0
